text,label,language,confidence_score
Help! heart attack occurring at the Park,Medical/Hospital,english,0.93
Hazardous situation: chemical fire at a shared house,Fire Force,afaan_oromo,0.86
"Critical: severe headache at a residential building, need doctor",Medical/Hospital,english,0.88
Law enforcement required for break-in at the Bank,Police,amharic,0.87
"Active car theft at Bus Terminal, need backup",Police,english,0.98
Police needed immediately for assault at the shopping mall,Police,english,0.98
"hypothermia reported at Atlas area, send medical help",Medical/Hospital,english,0.9
"Active car theft at the Police Station, need backup",Police,amharic,0.86
Law enforcement required for shooting at the Park,Police,english,0.95
Fire response required for warehouse fire at the Restaurant,Fire Force,afaan_oromo,0.94
Help! pickpocketing at the Park,Police,english,0.93
Emergency: gas leak occurring at Bole Road,Fire Force,english,0.95
Ambulance needed immediately for head injury at a family home,Medical/Hospital,english,0.87
Emergency: stolen vehicle occurring at Kebele 02,Police,english,0.92
Person suffering from hypothermia at Kebele 06,Medical/Hospital,english,0.85
Hazardous situation: vehicle fire at the Restaurant,Fire Force,english,0.89
Help! theft at Kebele 06,Police,english,0.95
"carbon monoxide alarm at the Gas Station, immediate fire response required",Fire Force,english,0.93
"Report of break-in at Kebele 04, police dispatched",Police,english,0.9
"No emergency, just simulation running",Other,english,0.94
Crime alert: stolen vehicle at the Stadium,Police,english,0.91
"Report of asthma attack at the Church, medical team required",Medical/Hospital,english,0.93
Hazardous situation: electrical fire at Kebele 06,Fire Force,amharic,0.9
Emergency response needed for wildfire at the Roundabout,Fire Force,english,0.94
"Person experiencing severe headache at a dormitory, need ambulance",Medical/Hospital,english,0.85
"Critical: poisoning at Sarbet, need doctor",Medical/Hospital,english,0.97
Law enforcement required for break-in at the shopping mall,Police,english,0.92
Help! fainting spell occurring at a residential building,Medical/Hospital,english,0.89
Emergency medical assistance needed for drowning incident at the Bridge,Medical/Hospital,english,0.95
"URGENT: chimney fire reported at Summit, send fire department",Fire Force,english,0.85
"Report of forest fire at Bus Terminal, fire trucks needed",Fire Force,english,0.96
Emergency medical assistance needed for heat stroke at a family home,Medical/Hospital,english,0.9
Emergency! collapsed person at the Bridge,Medical/Hospital,english,0.85
"break-in in progress at Kazanchis, police needed",Police,english,0.95
Hazardous situation: vehicle fire at the Restaurant,Fire Force,english,0.94
"URGENT: hit and run reported at a family home, send officers",Police,english,0.86
"URGENT: carjacking reported at the local Pharmacy, send officers",Police,english,0.99
Emergency: wildfire occurring at the local Pharmacy,Fire Force,english,0.93
"URGENT: burn victim at CMC Condominium, send paramedics",Medical/Hospital,english,0.9
Help! brush fire at my Home,Fire Force,afaan_oromo,0.84
"Report of drowning incident at the Office, medical team required",Medical/Hospital,english,0.94
Need doctor for collapsed person at Kebele 04 immediately,Medical/Hospital,english,0.96
"Witnessed assault at Train Station, send police",Police,english,0.9
Emergency: attic fire occurring at Kebele 06,Fire Force,english,0.91
"Critical: hazmat incident at the Police Station, multiple units needed",Fire Force,afaan_oromo,0.85
Law enforcement required for fight at Bole Road,Police,english,0.87
Emergency response needed for confined space rescue at the Fire Station,Fire Force,english,0.86
Help! vehicle fire at a villa,Fire Force,amharic,0.86
"Patient with heat stroke at the Church, requires hospital transport",Medical/Hospital,english,0.92
"Report of hazmat incident at Adama Market, fire trucks needed",Fire Force,english,0.88
Emergency: chemical fire occurring at the Park,Fire Force,english,0.98
Police assistance required for mugging at Main Road,Police,afaan_oromo,0.88
"Report of basement fire at Central Bank, fire trucks needed",Fire Force,english,0.87
Medical emergency: head injury reported at the Park,Medical/Hospital,english,0.91
"Patient with seizure at the Church, requires hospital transport",Medical/Hospital,english,0.9
Help! carjacking at Kebele 02,Police,english,0.97
Fire response required for attic fire at an Apartment building,Fire Force,english,0.86
Police emergency: drug dealing at the local Pharmacy,Police,english,0.92
Flames visible: confined space rescue at Main Road,Fire Force,afaan_oromo,0.9
Security incident: kidnapping at Kebele 02,Police,english,0.9
Police needed immediately for theft at Sarbet,Police,amharic,0.88
Emergency response needed for vehicle fire at Bus Terminal,Fire Force,english,0.97
Fire response required for transformer fire at Atlas area,Fire Force,english,0.89
Help! animal bite occurring at Kebele 06,Medical/Hospital,english,0.92
Emergency response needed for vehicle fire at the University campus,Fire Force,english,0.87
Crime alert: kidnapping at Kebele 08,Police,english,0.94
Just hello world,Other,english,0.88
Call firefighters: roof fire at an Apartment building,Fire Force,english,0.91
"stolen vehicle at Train Station, immediate police response needed",Police,english,0.89
Ambulance needed immediately for drowning incident at a family home,Medical/Hospital,english,0.92
Medical emergency: drowning incident reported at the School,Medical/Hospital,english,0.97
Medical crisis: stroke at the Bridge,Medical/Hospital,afaan_oromo,0.83
Fire emergency: chemical fire at a residential building,Fire Force,english,0.98
Fire alarm: attic fire at the Hotel,Fire Force,english,0.88
Security incident: vandalism at the Police Station,Police,english,0.83
"Witnessed home invasion at the Bank, send police",Police,english,0.96
"URGENT: burn victim at a residential building, send paramedics",Medical/Hospital,english,0.96
Security incident: car theft at Piazza,Police,english,0.9
Police needed immediately for trespassing at the Gas Station,Police,english,0.89
Law enforcement required for missing person at Summit,Police,english,0.91
"brush fire at the Main Factory, immediate fire response required",Fire Force,english,0.88
Law enforcement required for shooting at the University campus,Police,english,0.9
Medical crisis: asthma attack at the Roundabout,Medical/Hospital,english,0.89
Structure fire: smoke investigation at Piazza,Fire Force,english,0.91
Fire alarm: chemical fire at Bole Road,Fire Force,english,0.89
"Patient with back injury at the Hospital gate, requires hospital transport",Medical/Hospital,english,0.85
Quick disregard,Other,english,0.92
Fire emergency: vehicle fire at Mexico Square,Fire Force,english,0.98
"Report of eye injury at a local house, medical team required",Medical/Hospital,english,0.89
Call police: drug dealing happening at Kebele 08 right now,Police,english,0.94
Emergency medical assistance needed for eye injury at Kebele 06,Medical/Hospital,english,0.85
Help! rubbish fire at a shared house,Fire Force,english,0.9
Need doctor for respiratory distress at Piazza immediately,Medical/Hospital,english,0.91
Emergency medical assistance needed for seizure at the Stadium,Medical/Hospital,afaan_oromo,0.9
Call firefighters: balcony fire at Mexico Square,Fire Force,english,0.93
Emergency: balcony fire occurring at a local house,Fire Force,english,0.86
Emergency! woman in labor at Kebele 04,Medical/Hospital,english,0.92
Medical crisis: chest pain at the Main Factory,Medical/Hospital,english,0.94
"allergic reaction reported at Bus Terminal, send medical help",Medical/Hospital,english,0.95
Emergency medical assistance needed for broken leg at the Park,Medical/Hospital,amharic,0.8
Structure fire: electrical fire at Kebele 06,Fire Force,english,0.88
Call firefighters: chemical fire at Kazanchis,Fire Force,english,0.99
Police emergency: mugging at an Apartment building,Police,english,0.93
"Person experiencing fainting spell at a private residence, need ambulance",Medical/Hospital,english,0.89
"Patient with overdose at the Police Station, requires hospital transport",Medical/Hospital,afaan_oromo,0.93
"Person experiencing eye injury at Summit, need ambulance",Medical/Hospital,amharic,0.8
Call firefighters: basement fire at Central Bank,Fire Force,english,0.9
Hazardous situation: industrial fire at a private residence,Fire Force,english,0.89
"Person experiencing drowning incident at Bus Terminal, need ambulance",Medical/Hospital,english,0.89
Medical emergency: heart attack reported at Adama Market,Medical/Hospital,english,0.94
Emergency: hazmat incident occurring at the shopping mall,Fire Force,english,0.95
"Critical: gas leak at Kebele 02, multiple units needed",Fire Force,english,0.97
Someone is having cardiac arrest at the Hospital gate,Medical/Hospital,english,0.97
Quick how to use this,Other,english,0.88
Medical crisis: choking incident at the School,Medical/Hospital,english,0.93
Call firefighters: basement fire at the School,Fire Force,english,0.94
Police needed immediately for mugging at the shopping mall,Police,amharic,0.81
"stolen vehicle at the Bridge, immediate police response needed",Police,english,0.93
"URGENT: robbery reported at the Park, send officers",Police,english,0.95
Need doctor for heart attack at Mexico Square immediately,Medical/Hospital,amharic,0.88
"Report of drug dealing at the Park, police dispatched",Police,english,0.9
"home invasion in progress at a dormitory, police needed",Police,english,0.99
Police assistance required for vandalism at the Police Station,Police,english,0.83
Help! electric shock occurring at the Mosque,Medical/Hospital,english,0.97
Medical crisis: eye injury at a private residence,Medical/Hospital,english,0.93
Call police: stolen vehicle happening at a villa right now,Police,english,0.85
Hazardous situation: basement fire at Main Road,Fire Force,english,0.94
Someone is having severe headache at the Park,Medical/Hospital,english,0.85
Smoke reported: hazmat incident at a private residence,Fire Force,english,0.89
Structure fire: carbon monoxide alarm at a shared house,Fire Force,english,0.85
"forest fire at Bole Road, immediate fire response required",Fire Force,amharic,0.89
Hazardous situation: wildfire at Kazanchis,Fire Force,english,0.94
Emergency response needed for warehouse fire at CMC Condominium,Fire Force,amharic,0.9
"confined space rescue at the Church, immediate fire response required",Fire Force,afaan_oromo,0.9
Hazardous situation: confined space rescue at the School,Fire Force,english,0.87
Police assistance required for car theft at Mexico Square,Police,english,0.98
Structure fire: balcony fire at the Bridge,Fire Force,english,0.92
Fire alarm: fuel spill at the Gas Station,Fire Force,english,0.89
Emergency response needed for basement fire at CMC Condominium,Fire Force,english,0.89
"Witnessed hit and run at CMC Condominium, send police",Police,english,0.86
"URGENT: electrical fire reported at the Hotel, send fire department",Fire Force,english,0.96
Call firefighters: chemical fire at Adama Market,Fire Force,english,0.9
Medical emergency: back injury reported at the Mosque,Medical/Hospital,english,0.91
"Person experiencing head injury at the Hotel, need ambulance",Medical/Hospital,english,0.93
"smoke investigation at the Church, immediate fire response required",Fire Force,english,0.85
Police emergency: vandalism at Bus Terminal,Police,afaan_oromo,0.87
"Active robbery at the Restaurant, need backup",Police,amharic,0.82
Someone is having choking incident at Gerji,Medical/Hospital,english,0.93
Law enforcement required for drug dealing at a private residence,Police,english,0.88
Help! assault at the Office,Police,english,0.93
"URGENT: seizure at Bole Road, send paramedics",Medical/Hospital,english,0.97
Emergency medical assistance needed for allergic reaction at a shared house,Medical/Hospital,english,0.95
Someone is having heart attack at the Restaurant,Medical/Hospital,afaan_oromo,0.86
Call firefighters: electrical fire at the shopping mall,Fire Force,english,0.87
Ambulance needed immediately for overdose at Summit,Medical/Hospital,afaan_oromo,0.86
Emergency: drug dealing occurring at the Bridge,Police,english,0.84
"burglary at an Apartment building, immediate police response needed",Police,english,0.86
Help! armed robbery at my Home,Police,english,0.99
Call firefighters: brush fire at a villa,Fire Force,english,0.89
Fire alarm: balcony fire at Summit,Fire Force,english,0.96
"URGENT: brush fire reported at the Stadium, send fire department",Fire Force,english,0.95
Smoke reported: attic fire at a villa,Fire Force,english,0.9
"Active hit and run at the Restaurant, need backup",Police,english,0.85
Medical emergency: hypothermia reported at a compound,Medical/Hospital,english,0.94
Law enforcement required for domestic dispute at Sarbet,Police,english,0.85
Emergency medical assistance needed for collapsed person at Kebele 08,Medical/Hospital,amharic,0.89
"Critical: smoke investigation at the University campus, multiple units needed",Fire Force,english,0.9
Need doctor for fainting spell at the Fire Station immediately,Medical/Hospital,english,0.85
Ambulance needed immediately for cardiac arrest at a compound,Medical/Hospital,english,0.88
"URGENT: smoke investigation reported at the Church, send fire department",Fire Force,english,0.86
"URGENT: roof fire reported at Atlas area, send fire department",Fire Force,english,0.96
Emergency! diabetic emergency at the Police Station,Medical/Hospital,amharic,0.84
"Person experiencing woman in labor at a shared house, need ambulance",Medical/Hospital,english,0.96
Fire alarm: attic fire at the Fire Station,Fire Force,english,0.91
Help! roof fire at Kebele 06,Fire Force,afaan_oromo,0.9
Emergency medical assistance needed for stroke at the Hospital gate,Medical/Hospital,english,0.86
"URGENT: burn injury at Kebele 02, send paramedics",Medical/Hospital,english,0.88
Help! hit and run at the Park,Police,english,0.88
"Critical: back injury at the Restaurant, need doctor",Medical/Hospital,english,0.87
"Critical: chest pain at the Hospital gate, need doctor",Medical/Hospital,english,0.88
Structure fire: roof fire at the local Pharmacy,Fire Force,english,0.96
Someone is having heart attack at the Fire Station,Medical/Hospital,english,0.96
Emergency! hypothermia at Summit,Medical/Hospital,amharic,0.9
"Critical: industrial fire at an Apartment building, multiple units needed",Fire Force,english,0.89
Medical crisis: breathing difficulty at the University campus,Medical/Hospital,english,0.95
"Critical: head injury at the University campus, need doctor",Medical/Hospital,english,0.96
Checking: good morning,Other,english,0.92
Fire alarm: wildfire at Kebele 06,Fire Force,afaan_oromo,0.9
"riot at the Stadium, immediate police response needed",Police,english,0.88
"Report of riot at Central Bank, police dispatched",Police,english,0.96
Security incident: stolen vehicle at an Apartment building,Police,english,0.89
"assault in progress at the Police Station, police needed",Police,english,0.97
Structure fire: explosion at Gerji,Fire Force,english,0.92
Flames visible: smoke investigation at the Mosque,Fire Force,english,0.89
Crime alert: suspicious person at Train Station,Police,amharic,0.84
Emergency response needed for electrical fire at Bole Road,Fire Force,english,0.9
Smoke reported: vehicle fire at Bus Terminal,Fire Force,english,0.99
Emergency: armed robbery occurring at the Main Factory,Police,english,0.89
Structure fire: electrical fire at Kebele 02,Fire Force,english,0.92
Fire emergency: house fire at Main Road,Fire Force,afaan_oromo,0.87
Police assistance required for robbery at the Bridge,Police,english,0.86
Help! animal bite occurring at a villa,Medical/Hospital,english,0.88
Emergency! overdose at Kazanchis,Medical/Hospital,english,0.87
Flames visible: smoke investigation at an Apartment building,Fire Force,english,0.89
"URGENT: poisoning at Kebele 02, send paramedics",Medical/Hospital,english,0.9
Medical crisis: broken leg at the construction site,Medical/Hospital,english,0.85
Need doctor for unconscious person at the Church immediately,Medical/Hospital,english,0.89
Police assistance required for shooting at the shopping mall,Police,english,0.89
Emergency response needed for hazmat incident at Mexico Square,Fire Force,english,0.87
Hazardous situation: basement fire at an Apartment building,Fire Force,english,0.95
Security incident: theft at a private residence,Police,english,0.95
Flames visible: gas leak at an Apartment building,Fire Force,amharic,0.92
"Critical: apartment fire at Train Station, multiple units needed",Fire Force,english,0.9
Help! heat stroke occurring at a local house,Medical/Hospital,english,0.88
Person suffering from back injury at Train Station,Medical/Hospital,english,0.9
Fire response required for explosion at Bole Road,Fire Force,amharic,0.9
"Critical: respiratory distress at the University campus, need doctor",Medical/Hospital,english,0.91
Call police: vandalism happening at the Bridge right now,Police,english,0.87
Help! chest pain occurring at Adama Market,Medical/Hospital,english,0.87
"theft in progress at Summit, police needed",Police,english,0.87
"URGENT: domestic dispute reported at the local Pharmacy, send officers",Police,english,0.95
Emergency! poisoning at the School,Medical/Hospital,english,0.96
"Patient with animal bite at the Hospital gate, requires hospital transport",Medical/Hospital,english,0.86
Police assistance required for domestic dispute at Kebele 08,Police,english,0.89
Need doctor for hypothermia at a family home immediately,Medical/Hospital,afaan_oromo,0.82
Emergency! diabetic emergency at CMC Condominium,Medical/Hospital,english,0.95
Fire emergency: chemical fire at Mexico Square,Fire Force,english,0.94
Structure fire: structure fire at Piazza,Fire Force,english,0.98
Law enforcement required for suspicious person at a compound,Police,english,0.84
Someone is having severe bleeding at a residential building,Medical/Hospital,english,0.91
Emergency! collapsed person at Kazanchis,Medical/Hospital,english,0.87
"Report of home invasion at the Bank, police dispatched",Police,english,0.94
"URGENT: basement fire reported at the Roundabout, send fire department",Fire Force,english,0.9
Emergency: carbon monoxide alarm occurring at the Police Station,Fire Force,english,0.85
Help! allergic reaction occurring at the Bridge,Medical/Hospital,english,0.95
Person suffering from eye injury at a local house,Medical/Hospital,amharic,0.8
Fire emergency: attic fire at the Mosque,Fire Force,english,0.9
Medical crisis: chest pain at the Mosque,Medical/Hospital,english,0.94
Call firefighters: confined space rescue at Kebele 08,Fire Force,english,0.94
Emergency! broken leg at the Office,Medical/Hospital,english,0.93
Medical emergency: burn injury reported at a villa,Medical/Hospital,english,0.87
Emergency! collapsed person at Kazanchis,Medical/Hospital,english,0.88
Police assistance required for car theft at the Police Station,Police,english,0.92
"Witnessed armed robbery at Train Station, send police",Police,amharic,0.89
"Report of house fire at the Hotel, fire trucks needed",Fire Force,english,0.99
Fire response required for industrial fire at Atlas area,Fire Force,english,0.9
"Critical: animal bite at Kebele 04, need doctor",Medical/Hospital,english,0.94
Someone is having back injury at the Hotel,Medical/Hospital,english,0.91
Emergency: shooting occurring at the Hospital gate,Police,english,0.98
"Critical: choking incident at Mexico Square, need doctor",Medical/Hospital,amharic,0.84
"Report of allergic reaction at Bole Road, medical team required",Medical/Hospital,english,0.93
Police emergency: fight at Kebele 02,Police,english,0.85
Security incident: assault at the Church,Police,afaan_oromo,0.84
Crime alert: kidnapping at the construction site,Police,english,0.97
Emergency! eye injury at Kazanchis,Medical/Hospital,english,0.89
Police needed immediately for suspicious person at the Police Station,Police,amharic,0.79
"Report of armed robbery at a family home, police dispatched",Police,english,0.98
"Patient with woman in labor at Atlas area, requires hospital transport",Medical/Hospital,afaan_oromo,0.83
Call police: theft happening at CMC Condominium right now,Police,english,0.89
Help! smoke investigation at Summit,Fire Force,english,0.9
Law enforcement required for fight at the construction site,Police,english,0.83
"Critical: fuel spill at the Hotel, multiple units needed",Fire Force,english,0.89
Emergency: missing person occurring at the Restaurant,Police,english,0.84
"URGENT: forest fire reported at the University campus, send fire department",Fire Force,english,0.97
Medical emergency: severe headache reported at Bus Terminal,Medical/Hospital,english,0.9
Structure fire: basement fire at Gerji,Fire Force,english,0.98
"URGENT: burglary reported at Gerji, send officers",Police,english,0.98
"Critical: woman in labor at the Gas Station, need doctor",Medical/Hospital,afaan_oromo,0.92
"Patient with fainting spell at the Main Factory, requires hospital transport",Medical/Hospital,english,0.95
"Critical: hazmat incident at a villa, multiple units needed",Fire Force,english,0.95
"Witnessed hit and run at Train Station, send police",Police,english,0.88
Security incident: missing person at Bus Terminal,Police,english,0.87
Smoke reported: chemical fire at Bus Terminal,Fire Force,english,0.96
Help! armed robbery at the Church,Police,afaan_oromo,0.9
Police needed immediately for domestic dispute at a private residence,Police,amharic,0.81
Fire emergency: roof fire at Train Station,Fire Force,english,0.89
"armed robbery at the shopping mall, immediate police response needed",Police,english,0.97
"URGENT: cardiac arrest at Main Road, send paramedics",Medical/Hospital,english,0.89
Law enforcement required for fight at Kazanchis,Police,english,0.9
Police needed immediately for theft at the Office,Police,english,0.88
Medical crisis: woman in labor at a villa,Medical/Hospital,english,0.94
Call police: suspicious person happening at the Police Station right now,Police,amharic,0.79
Emergency: fight occurring at an Apartment building,Police,english,0.85
"Person experiencing head injury at Piazza, need ambulance",Medical/Hospital,english,0.88
Ambulance needed immediately for back injury at the Hotel,Medical/Hospital,amharic,0.84
Emergency! overdose at the Office,Medical/Hospital,english,0.99
Emergency: riot occurring at the Fire Station,Police,english,0.97
Help! armed robbery at a shared house,Police,english,0.99
Police emergency: break-in at a shared house,Police,english,0.86
Call firefighters: house fire at the Bank,Fire Force,english,0.9
Police emergency: suspicious person at a local house,Police,amharic,0.82
Smoke reported: electrical fire at a compound,Fire Force,english,0.88
Help! armed robbery at CMC Condominium,Police,english,0.99
"Critical: eye injury at a local house, need doctor",Medical/Hospital,english,0.85
Emergency medical assistance needed for animal bite at the Fire Station,Medical/Hospital,english,0.86
"Critical: gas leak at a shared house, multiple units needed",Fire Force,amharic,0.83
"Report of riot at Train Station, police dispatched",Police,amharic,0.84
"URGENT: armed robbery reported at CMC Condominium, send officers",Police,afaan_oromo,0.87
Police needed immediately for car theft at the Hotel,Police,english,0.85
Police emergency: riot at the Police Station,Police,english,0.96
Help! electric shock occurring at Main Road,Medical/Hospital,english,0.97
Flames visible: transformer fire at Bole Road,Fire Force,amharic,0.81
Emergency medical assistance needed for head injury at a villa,Medical/Hospital,english,0.85
Emergency: roof fire occurring at a local house,Fire Force,english,0.9
Emergency response needed for transformer fire at Mexico Square,Fire Force,afaan_oromo,0.88
"URGENT: diabetic emergency at the Hospital gate, send paramedics",Medical/Hospital,english,0.87
Security incident: kidnapping at a residential building,Police,english,0.98
Police emergency: kidnapping at the Gas Station,Police,english,0.97
"Witnessed assault at Train Station, send police",Police,english,0.95
Call firefighters: apartment fire at Adama Market,Fire Force,english,0.99
"URGENT: armed robbery reported at Central Bank, send officers",Police,english,0.99
Person suffering from unconscious person at the Restaurant,Medical/Hospital,english,0.94
Someone is having collapsed person at Kebele 08,Medical/Hospital,english,0.85
"hypothermia reported at the Bank, send medical help",Medical/Hospital,english,0.87
Flames visible: basement fire at the Church,Fire Force,english,0.88
Help! stolen vehicle at the Gas Station,Police,english,0.9
"head injury reported at a local house, send medical help",Medical/Hospital,english,0.92
Police assistance required for kidnapping at Kebele 08,Police,english,0.96
Need doctor for hypothermia at the School immediately,Medical/Hospital,english,0.96
"animal bite reported at Kebele 02, send medical help",Medical/Hospital,english,0.89
Fire response required for wildfire at Main Road,Fire Force,afaan_oromo,0.84
"panic attack reported at the Gas Station, send medical help",Medical/Hospital,english,0.86
"Witnessed car theft at a compound, send police",Police,english,0.86
"Report of mugging at the local Pharmacy, police dispatched",Police,english,0.92
Emergency medical assistance needed for burn victim at Kebele 04,Medical/Hospital,english,0.91
"fight at the Office, immediate police response needed",Police,english,0.93
"URGENT: kitchen fire reported at Summit, send fire department",Fire Force,afaan_oromo,0.93
"Critical: breathing difficulty at the Church, need doctor",Medical/Hospital,english,0.93
"URGENT: severe bleeding at Kebele 04, send paramedics",Medical/Hospital,english,0.89
"Witnessed kidnapping at Mexico Square, send police",Police,afaan_oromo,0.94
Police needed immediately for missing person at the Main Factory,Police,english,0.86
Police emergency: domestic dispute at Bus Terminal,Police,english,0.9
Medical crisis: broken leg at Summit,Medical/Hospital,english,0.92
Need doctor for severe headache at Kebele 06 immediately,Medical/Hospital,english,0.87
Police assistance required for stolen vehicle at Train Station,Police,english,0.97
Emergency: carjacking occurring at the Roundabout,Police,english,0.89
Hazardous situation: hazmat incident at the Bank,Fire Force,english,0.95
"Report of vandalism at an Apartment building, police dispatched",Police,english,0.94
Help! smoke investigation at the Roundabout,Fire Force,english,0.93
"Person experiencing chest pain at Central Bank, need ambulance",Medical/Hospital,english,0.93
"URGENT: rubbish fire reported at a shared house, send fire department",Fire Force,english,0.85
"Patient with eye injury at Atlas area, requires hospital transport",Medical/Hospital,amharic,0.87
Emergency response needed for fuel spill at Kebele 02,Fire Force,english,0.96
"Critical: structure fire at a dormitory, multiple units needed",Fire Force,english,0.98
Informational: testing the app,Other,english,0.95
"Patient with burn victim at a private residence, requires hospital transport",Medical/Hospital,english,0.89
"Report of confined space rescue at the School, fire trucks needed",Fire Force,amharic,0.91
"carbon monoxide alarm at Adama Market, immediate fire response required",Fire Force,afaan_oromo,0.86
Medical emergency: broken leg reported at Bole Road,Medical/Hospital,english,0.9
Fire emergency: structure fire at Kebele 06,Fire Force,english,0.91
Security incident: armed robbery at the Hotel,Police,english,0.99
"allergic reaction reported at the Restaurant, send medical help",Medical/Hospital,english,0.88
"URGENT: asthma attack at Kazanchis, send paramedics",Medical/Hospital,english,0.92
Law enforcement required for domestic dispute at the Stadium,Police,english,0.89
"URGENT: harassment reported at the local Pharmacy, send officers",Police,english,0.82
Need doctor for eye injury at the Restaurant immediately,Medical/Hospital,english,0.85
Police assistance required for theft at a villa,Police,english,0.96
Emergency response needed for wildfire at the Hospital gate,Fire Force,english,0.89
"home invasion in progress at the construction site, police needed",Police,afaan_oromo,0.86
Person suffering from breathing difficulty at the shopping mall,Medical/Hospital,english,0.96
Hazardous situation: warehouse fire at a family home,Fire Force,english,0.9
"URGENT: car theft reported at the local Pharmacy, send officers",Police,english,0.88
Emergency medical assistance needed for woman in labor at a family home,Medical/Hospital,english,0.96
Call firefighters: rubbish fire at Summit,Fire Force,english,0.85
Hazardous situation: hazmat incident at Mexico Square,Fire Force,english,0.94
Help! house fire at Central Bank,Fire Force,english,0.95
Flames visible: house fire at Kebele 06,Fire Force,afaan_oromo,0.91
Emergency: stabbing occurring at the Main Factory,Police,english,0.97
"trespassing at the shopping mall, immediate police response needed",Police,english,0.86
Hazardous situation: chimney fire at a compound,Fire Force,english,0.9
"Person experiencing heart attack at the Police Station, need ambulance",Medical/Hospital,english,0.87
"Report of forest fire at Kebele 02, fire trucks needed",Fire Force,english,0.98
Emergency: break-in occurring at Bus Terminal,Police,english,0.92
"Report of heart attack at a residential building, medical team required",Medical/Hospital,english,0.9
"Critical: balcony fire at the Restaurant, multiple units needed",Fire Force,afaan_oromo,0.89
Help! vandalism at an Apartment building,Police,english,0.87
"URGENT: panic attack at Sarbet, send paramedics",Medical/Hospital,amharic,0.82
Call police: vandalism happening at Adama Market right now,Police,afaan_oromo,0.88
Hazardous situation: warehouse fire at Gerji,Fire Force,english,0.97
Someone is having diabetic emergency at the Restaurant,Medical/Hospital,english,0.92
Emergency: explosion occurring at the Roundabout,Fire Force,english,0.92
"Active fight at Kebele 08, need backup",Police,english,0.84
Medical crisis: severe headache at the local Pharmacy,Medical/Hospital,amharic,0.81
Smoke reported: forest fire at the Police Station,Fire Force,english,0.91
Fire response required for gas leak at Kebele 06,Fire Force,english,0.98
Person suffering from back injury at a residential building,Medical/Hospital,english,0.91
Fire alarm: brush fire at the School,Fire Force,english,0.85
Structure fire: hazmat incident at a compound,Fire Force,english,0.86
Law enforcement required for home invasion at Summit,Police,english,0.95
Help! fuel spill at a villa,Fire Force,english,0.89
Hazardous situation: rubbish fire at the Gas Station,Fire Force,amharic,0.8
Fire alarm: basement fire at a compound,Fire Force,english,0.94
Help! collapsed person occurring at the Mosque,Medical/Hospital,english,0.94
"Witnessed identity theft at Main Road, send police",Police,english,0.88
Need doctor for respiratory distress at Adama Market immediately,Medical/Hospital,afaan_oromo,0.83
"Report of roof fire at my Home, fire trucks needed",Fire Force,english,0.97
Law enforcement required for armed robbery at the Church,Police,english,0.95
Police needed immediately for trespassing at a dormitory,Police,afaan_oromo,0.77
Emergency: fraud occurring at an Apartment building,Police,english,0.82
"URGENT: panic attack at Summit, send paramedics",Medical/Hospital,english,0.85
Structure fire: basement fire at Kazanchis,Fire Force,english,0.94
Fire alarm: kitchen fire at the Roundabout,Fire Force,english,0.97
"breathing difficulty reported at the Hotel, send medical help",Medical/Hospital,english,0.91
"URGENT: pickpocketing reported at Kebele 02, send officers",Police,afaan_oromo,0.88
"Active trespassing at the construction site, need backup",Police,english,0.86
"asthma attack reported at the School, send medical help",Medical/Hospital,english,0.92
Someone is having hypothermia at a family home,Medical/Hospital,english,0.86
Emergency: house fire occurring at Bus Terminal,Fire Force,english,0.99
Call firefighters: apartment fire at the Police Station,Fire Force,english,0.99
"Witnessed pickpocketing at Atlas area, send police",Police,english,0.95
Call police: stolen vehicle happening at Mexico Square right now,Police,afaan_oromo,0.87
"Witnessed carjacking at a residential building, send police",Police,english,0.9
Ambulance needed immediately for woman in labor at a shared house,Medical/Hospital,english,0.87
Emergency! severe headache at the School,Medical/Hospital,english,0.87
"Active domestic dispute at Kebele 02, need backup",Police,english,0.93
"Report of wildfire at Summit, fire trucks needed",Fire Force,english,0.87
Emergency: missing person occurring at Central Bank,Police,english,0.95
Police needed immediately for carjacking at the School,Police,english,0.98
Emergency: fuel spill occurring at the Gas Station,Fire Force,english,0.87
Medical crisis: electric shock at the Main Factory,Medical/Hospital,english,0.87
Medical emergency: broken leg reported at the Gas Station,Medical/Hospital,english,0.92
Police emergency: domestic dispute at a private residence,Police,english,0.92
Fire emergency: smoke investigation at an Apartment building,Fire Force,english,0.85
Hazardous situation: basement fire at the Office,Fire Force,english,0.93
Structure fire: gas leak at my Home,Fire Force,english,0.9
Hazardous situation: basement fire at Kebele 06,Fire Force,english,0.95
Emergency response needed for basement fire at the Stadium,Fire Force,afaan_oromo,0.89
"Report of smoke investigation at an Apartment building, fire trucks needed",Fire Force,english,0.86
"Witnessed home invasion at Train Station, send police",Police,english,0.93
"Patient with seizure at Kebele 02, requires hospital transport",Medical/Hospital,english,0.88
Police assistance required for fight at Kazanchis,Police,english,0.96
Police assistance required for hit and run at the Police Station,Police,english,0.85
Emergency! unconscious person at the Gas Station,Medical/Hospital,english,0.92
"URGENT: animal bite at Bus Terminal, send paramedics",Medical/Hospital,english,0.92
"Active break-in at the Gas Station, need backup",Police,english,0.91
Call police: missing person happening at the Bridge right now,Police,english,0.84
Emergency! asthma attack at a villa,Medical/Hospital,english,0.95
