text,label,language,confidence_score
Officer required at an Apartment building: robbery,Police,,0.91
Need police at my Home - break-in.,Police,,
Officer required at Adama Police Station: mugging,Police,,0.86
Emergency! choking at Gerji,Medical/Hospital,,0.93
እርዳታ ያስፈልገኛል በFire Station,Police,amharic,
How are you,Other,,
Need firefighters at Summit for flames spreading.,Fire Force,,
Reporting inferno at the Park.,Fire Force,,
Person with car accident with injuries at Bus Terminal,Medical/Hospital,,0.97
"Kitchen fire, burn victim at Central Bank",Fire Force,,0.61
Car accident with fire at Adama General Hospital,Fire Force,,0.57
Need police at Adama Market for riot,Police,,0.87
Poolisiin na biliisa High School,Fire Force,afaan_oromo,
Reporting drug dealing at Gerji,Police,amharic,
Emergency! Reporting poisoning at the local Pharmacy.,Medical/Hospital,,
Send fire truck to Adama General Hospital: gas leak,Fire Force,amharic,
Reporting stolen goods at Piazza,Police,,0.93
Emergency medical assistance needed at the construction site for stroke.,Medical/Hospital,,
Emergency! head injury at Bus Terminal,Medical/Hospital,amharic,
Reporting several injured people at the High School.,Medical/Hospital,,
Emergency! breathing difficulty at construction site,Medical/Hospital,afaan_oromo,
"Fight with weapons, people injured at Bus Terminal",Police,,0.63
Fire emergency at High School - electrical sparks,Fire Force,afaan_oromo,
Medical emergency! head injury at the Bus Terminal.,Medical/Hospital,,
Reporting fire in the basement at Central Bank,Fire Force,amharic,
Police emergency! robbery at Central Bank,Police,,0.92
Hello Just general question,Other,,
Need police at Mexico Square for burglary,Police,amharic,
Emergency! There is kidnapping attempt happening at the shopping mall.,Police,,
"Please send the fire force to the Office, there is thick smoke.",Fire Force,,
Emergency! Help! huge flames at Sarbet!,Fire Force,,
Emergency! breathing difficulty at Main Road,Medical/Hospital,,0.9
Witnessed drug dealing at Sarbet.,Police,,
Fire emergency at an Apartment building - huge flames,Fire Force,afaan_oromo,
Emergency! Need an ambulance at a back alley - collapsed person.,Medical/Hospital,,
Need ambulance at CMC Condominium - stroke,Medical/Hospital,afaan_oromo,
Quick question: time check?,Other,,
Person with fainting at Adama Market,Medical/Hospital,,0.95
Emergency! There is burning smell happening at the Central Bank.,Fire Force,,
Medical emergency at Bus Terminal: choking,Medical/Hospital,amharic,
Need police at shopping mall for mugging,Police,,0.86
Hello Checking in - just checking,Other,,
Hafuura baafachuu dadhabe Fire Station,Medical/Hospital,afaan_oromo,
Medical emergency at Central Bank: overdose,Medical/Hospital,,0.74
Hey testing the app thanks,Other,,
Hello world thanks,Other,,
Need firefighters at the Central Bank for small fire.,Fire Force,,
Emergency! There is electrical sparks happening at the main Factory.,Fire Force,,
Hi This is time check please,Other,,
Emergency! Reporting robbery at the Hospital gate.,Police,,
Medical emergency! car accident with injuries at my Home.,Medical/Hospital,,
"Please send the fire force to the Office, there is huge flames.",Fire Force,,
Reporting riot at CMC Condominium,Police,,0.76
Police emergency! vandalism at shopping mall,Police,afaan_oromo,
Medical emergency at Mexico Square: allergic reaction,Medical/Hospital,afaan_oromo,
"Hello No emergency, just time check?",Other,,
Officer required at Adama Market: shooting,Police,afaan_oromo,
Fire emergency at Adama General Hospital - fire on the balcony,Fire Force,afaan_oromo,
"Fight with weapons, people injured at Piazza",Police,,0.61
Domestic violence with injuries at Central Bank,Police,,0.62
Police emergency! harassment at Central Bank,Police,amharic,
Medical emergency at an Apartment building: broken leg,Medical/Hospital,amharic,
Emergency! Need police at the Main Road - violent fight.,Police,,
Emergency! I see huge flames at Kebele 02.,Fire Force,,
Need police at Kebele 04 for armed suspect,Police,amharic,
Person with overdose at Atlas area,Medical/Hospital,afaan_oromo,
Emergency! Help! warehouse fire at Kebele 04!,Fire Force,,
Emergency! Someone has choking incident at a back alley.,Medical/Hospital,,
Hi weather report thanks,Other,,
Emergency medical assistance needed at the construction site for several injured people.,Medical/Hospital,,
Need ambulance at Gerji - seizure,Medical/Hospital,afaan_oromo,
URGENT: gas leak reported at Kebele 04.,Fire Force,,
Reporting burn victim at Kebele 02.,Medical/Hospital,,
"Hey Hi, hi there thanks",Other,,
Emergency! Need firefighters at Mexico Square for gas leak.,Fire Force,,
Testing,Other,amharic,
Need ambulance at Gas Station - collapsed,Medical/Hospital,,0.96
Medical emergency at Gas Station: animal bite,Medical/Hospital,afaan_oromo,
Medical emergency at the Main Road: head injury.,Medical/Hospital,,
There is a person with car accident with injuries at my Home.,Medical/Hospital,,
Need police at Central Bank for stolen goods,Police,,0.94
"Emergency! Please send the fire force to Kazanchis, there is explosion.",Fire Force,,
Emergency! There is a person with allergic reaction at Kebele 02.,Medical/Hospital,,
"Hey No emergency, just general question please",Other,,
Please send police to Gerji for stolen goods.,Police,,
Officer required at Kebele 02: group with weapons,Police,afaan_oromo,
Medical emergency at a back alley: person not breathing.,Medical/Hospital,,
Medical emergency at Kazanchis: overdose,Medical/Hospital,afaan_oromo,
Quick question: testing,Other,afaan_oromo,
Please send police to the shopping mall for vandalism.,Police,,
Help! fire in the basement at Piazza!,Fire Force,,
Reporting car theft at Mexico Square,Police,amharic,
Emergency! I see smoke coming from the roof at Kazanchis.,Fire Force,,
Emergency! Send police immediately to the Central Bank - drug dealing in progress.,Police,,
Emergency! Reporting fire in the basement at my Home.,Fire Force,,
Need firefighters at the Office for flames spreading,Fire Force,,0.92
Emergency! Reporting kidnapping attempt at Kebele 04.,Police,,
Emergency! Reporting unconscious person at the High School.,Medical/Hospital,,
Reporting suspicious person at the Office,Police,,0.84
Reporting broken leg at Atlas area.,Medical/Hospital,,
Police emergency! kidnapping attempt at Piazza,Police,,0.84
Emergency! There is vandalism happening at the shopping mall.,Police,,
"Hi, time check",Other,,
Emergency! Help! warehouse fire at the Office!,Fire Force,,
Send fire truck to shopping mall: something burning,Fire Force,,0.93
URGENT: allergic reaction at the Park.,Medical/Hospital,,
Send police to Main Road - kidnapping attempt in progress,Police,amharic,
Emergency! Help! massive blaze at the main Factory!,Fire Force,,
Emergency! Please send paramedics to the Hospital gate: breathing difficulty.,Medical/Hospital,,
Emergency! Reporting breathing difficulty at the Stadium.,Medical/Hospital,,
Reporting fire at Fire Station,Fire Force,amharic,
Emergency! Officer required at Adama Market: riot.,Police,,
"Hey how to use this, thanks please",Other,,
Medical emergency at construction site: stroke,Medical/Hospital,amharic,
Send police to Train Station - assault in progress,Police,afaan_oromo,
Emergency! Someone has breathing difficulty at the University campus.,Medical/Hospital,,
"No emergency, just hi there",Other,,
"Hi, hello world",Other,,
Please send paramedics to CMC Condominium: fainting,Medical/Hospital,afaan_oromo,
Officer required at shopping mall: burglary,Police,amharic,
Hello This is is anyone there please,Other,,
ፖሊስ ይደውሉልኝ በBus Terminal,Police,amharic,
Quick question: thank you,Other,,
Emergency! There is car theft happening at the Stadium.,Police,,
Send police to Adama Market - robbery in progress,Police,,0.87
Reporting shooting at the Office,Police,,0.74
Reporting kitchen fire at shopping mall,Fire Force,amharic,
Reporting several injured people at CMC Condominium.,Medical/Hospital,,
Emergency! Send fire truck to Piazza - kitchen fire.,Fire Force,,
"Fight with weapons, people injured at Kazanchis",Police,,0.63
ሰረቁኝ በBus Terminal,Fire Force,amharic,
Emergency! Reporting suspicious person at Sarbet.,Police,,
Reporting breathing difficulty at the High School.,Medical/Hospital,,
URGENT: car accident with injuries at an Apartment building.,Medical/Hospital,,
Reporting armed suspect at Kebele 04,Police,amharic,
Medical emergency! person not breathing at the Office.,Medical/Hospital,,
Fire emergency at Gas Station - fire,Fire Force,,0.89
Need firefighters at the Office for gas leak,Fire Force,afaan_oromo,
I see transformer fire at Mexico Square.,Fire Force,,
Officer required at Sarbet: group with weapons,Police,amharic,
Send fire truck to Train Station: fire on the balcony,Fire Force,,0.96
Reporting brush fire at High School,Fire Force,afaan_oromo,
Send police to Gerji - armed suspect in progress,Police,,0.96
Lapheen ni dhukkuba Central Bank,Police,afaan_oromo,
Emergency! There is group with weapons happening at the Office.,Police,,
URGENT police response needed: drug dealing at the Train Station.,Police,,
Send police to Adama Market - domestic dispute in progress,Police,afaan_oromo,
Reporting assault at Piazza,Police,,0.93
This is weather report,Other,,
Reporting huge flames at Adama Market,Fire Force,afaan_oromo,
Emergency! Need firefighters at the shopping mall for warehouse fire.,Fire Force,,
Reporting explosion at shopping mall,Fire Force,,0.88
Reporting riot at Central Bank,Police,,0.76
"Hello, thank you",Other,,
Hey Checking in - app feedback?,Other,,
Reporting thief at Sarbet,Police,amharic,
Need firefighters at Main Road for fire in the basement,Fire Force,afaan_oromo,
Person with fainting at the Office,Medical/Hospital,,0.91
Emergency! Officer required at the Park: break-in.,Police,,
Hey Quick question: hi there?,Other,,
Send fire truck to Train Station: gas leak,Fire Force,,0.94
Officer required at CMC Condominium: mugging,Police,amharic,
Emergency! chemical fire at High School,Fire Force,afaan_oromo,
Emergency medical assistance needed at Mexico Square for collapsed person.,Medical/Hospital,,
Send fire truck to Train Station: fire,Fire Force,amharic,
Hi there please,Other,,
Officer required at Mexico Square: stabbing,Police,,0.91
Emergency! There is riot happening at the Gas Station.,Police,,
"No emergency, just hello world",Other,,
URGENT: smoke coming from the roof reported at the High School.,Fire Force,,
Send police to Kazanchis - harassment in progress,Police,afaan_oromo,
Send fire truck to construction site: massive blaze,Fire Force,afaan_oromo,
Send police to Summit - violent fight in progress,Police,,0.9
Police emergency! assault at Mexico Square,Police,amharic,
"Thank you, thanks please",Other,,
Medical emergency at Kebele 04: seizure,Medical/Hospital,,0.94
Emergency! Officer required at Sarbet: break-in.,Police,,
Send police to construction site - stabbing in progress,Police,amharic,
Send police to Kazanchis - stolen goods in progress,Police,afaan_oromo,
URGENT: inferno reported at Bole Road.,Fire Force,,
Emergency! poisoning at Adama Police Station,Medical/Hospital,,0.92
Medical emergency at CMC Condominium: choking,Medical/Hospital,afaan_oromo,
Emergency! burning smell at the Park.,Fire Force,,
URGENT: thick smoke reported at the local Pharmacy.,Fire Force,,
Emergency! chemical fire at Fire Station,Fire Force,amharic,
Medical emergency! unconscious person at CMC Condominium.,Medical/Hospital,,
Police emergency! drug dealing at Adama Police Station,Police,,0.81
Emergency! There is smoke coming from the roof happening at Adama Market.,Fire Force,,
Officer required at the construction site: stabbing.,Police,,
Please send paramedics to Adama Police Station: bleeding,Medical/Hospital,afaan_oromo,
Reporting fainting spell at the Park.,Medical/Hospital,,
Medical emergency at Train Station: seizure,Medical/Hospital,afaan_oromo,
Need police at Gerji - car theft.,Police,,
Emergency! Reporting something burning at Adama Market.,Fire Force,,
Police emergency! violent fight at CMC Condominium,Police,afaan_oromo,
Emergency! There is kidnapping attempt happening at the Park.,Police,,
Medical emergency at University campus: seizure,Medical/Hospital,amharic,
Emergency! warehouse fire at Adama General Hospital,Fire Force,,0.94
Emergency! Send fire truck to the Main Road - huge flames.,Fire Force,,
Reporting thick smoke at Gas Station,Fire Force,,0.94
Emergency! Someone has stroke at CMC Condominium.,Medical/Hospital,,
"Fight with weapons, people injured at Gas Station",Police,,0.63
Emergency! Need firefighters at the Central Bank for transformer fire.,Fire Force,,
Need police at Summit - violent fight.,Police,,
There is brush fire happening at Piazza.,Fire Force,,
Send fire truck to Main Road: huge flames,Fire Force,afaan_oromo,
Witnessed break-in at the Gas Station.,Police,,
Emergency! There is stolen goods happening at the local Pharmacy.,Police,,
Reporting mugging at Central Bank,Police,afaan_oromo,
Emergency! There is warehouse fire happening at Bole Road.,Fire Force,,
Hospitaala nan barbaada Mexico Square,Police,afaan_oromo,
Officer required at Fire Station: burglary,Police,amharic,
Please send paramedics to Central Bank: bleeding,Medical/Hospital,,0.71
Send fire truck to Adama General Hospital: transformer fire,Fire Force,amharic,
Need firefighters at Piazza for burning smell,Fire Force,afaan_oromo,
Emergency! Help! small fire at the main Factory!,Fire Force,,
Hello,Other,,0.86
Emergency! fire in the basement at Central Bank,Fire Force,amharic,
Emergency! There is domestic dispute happening at the Park.,Police,,
Medical emergency at Bole Road: poisoning.,Medical/Hospital,,
URGENT: stroke at Bole Road.,Medical/Hospital,,
I see brush fire at the shopping mall.,Fire Force,,
Emergency! Reporting group with weapons at Adama Market.,Police,,
Emergency! Need police at the Bus Terminal - violent fight.,Police,,
Medical emergency at my Home: poisoning.,Medical/Hospital,,
እስትንፋስ እየተቸገርኩ ነው በSarbet,Medical/Hospital,amharic,
Person with allergic reaction at Gas Station,Medical/Hospital,afaan_oromo,
Police emergency! suspicious person at Gerji,Police,,0.91
Reporting stolen goods at the Office,Police,amharic,
Emergency! There is explosion happening at the Main Road.,Fire Force,,
Reporting stabbing at an Apartment building,Police,amharic,
There is shooting happening at Adama Market.,Police,,
This is how to use this,Other,,
Medical emergency at Mexico Square: overdose.,Medical/Hospital,,
"No emergency, just general question thanks",Other,,
Need firefighters at an Apartment building for smoke coming from the roof,Fire Force,amharic,
Reporting car theft at an Apartment building,Police,afaan_oromo,
Reporting mugging at the Train Station.,Police,,
Officer required at the Bus Terminal: stolen goods.,Police,,
URGENT: woman in labor at the Office.,Medical/Hospital,,
Emergency! Reporting person not breathing at Adama Market.,Medical/Hospital,,
Emergency! explosion at construction site,Fire Force,,0.79
Emergency! Reporting transformer fire at the University campus.,Fire Force,,
Hi thank you thanks,Other,,
Send fire truck to Fire Station: fire on the balcony,Fire Force,,0.89
Need ambulance at University campus - choking,Medical/Hospital,amharic,
Hey Just system test?,Other,,
Send police immediately to Bole Road - break-in in progress.,Police,,
Just how are you,Other,,
"Hi there, thanks?",Other,,
Emergency! brush fire at Bus Terminal,Fire Force,afaan_oromo,
Emergency! burn victim at Adama General Hospital,Medical/Hospital,afaan_oromo,
Need firefighters at the Office for explosion,Fire Force,,0.89
Emergency! brush fire at CMC Condominium,Fire Force,,0.91
Person with breathing difficulty at University campus,Medical/Hospital,,0.95
URGENT police response needed: domestic dispute at the Train Station.,Police,,
Officer required at the University campus: stabbing.,Police,,
"Hey hello world, thanks",Other,,
Reporting inferno at shopping mall,Fire Force,afaan_oromo,
Need police at Kebele 04 for harassment,Police,,0.86
Send fire truck to Mexico Square - explosion.,Fire Force,,
Officer required at Sarbet: assault,Police,afaan_oromo,
Emergency! Send fire truck to the Park - transformer fire.,Fire Force,,
Medical emergency at Bus Terminal: breathing difficulty,Medical/Hospital,afaan_oromo,
Person with breathing difficulty at Fire Station,Medical/Hospital,afaan_oromo,
Emergency! Send fire truck to the Train Station - smoke coming from the roof.,Fire Force,,
Reporting robbery at Bus Terminal,Police,amharic,
Emergency! Need police at the Park - armed suspect.,Police,,
Emergency! burning smell at Main Road,Fire Force,afaan_oromo,
Emergency! There is a person with stroke at the Train Station.,Medical/Hospital,,
Emergency! burning smell at Sarbet,Fire Force,amharic,
Emergency! Reporting suspicious person at the Central Bank.,Police,,
Police emergency! thief at Main Road,Police,amharic,
"Hi No emergency, just hello world please",Other,,
Send police to CMC Condominium - robbery in progress,Police,amharic,
Reporting transformer fire at construction site,Fire Force,,0.97
Reporting warehouse fire at shopping mall,Fire Force,amharic,
Need police at Kebele 02 for stolen goods,Police,amharic,
URGENT: explosion reported at the Central Bank.,Fire Force,,
Reporting kidnapping attempt at construction site,Police,afaan_oromo,
Send police to University campus - shooting in progress,Police,afaan_oromo,
Emergency! Need police at Mexico Square - violent fight.,Police,,
Police emergency! riot at Sarbet,Police,,0.93
Emergency! brush fire at Train Station,Fire Force,,0.86
"Hi good morning, thanks",Other,,
Emergency! Officer required at CMC Condominium: thief.,Police,,
Reporting kidnapping attempt at Gas Station,Police,amharic,
Emergency! Need police at CMC Condominium - mugging.,Police,,
Emergency! Need police at Atlas area - group with weapons.,Police,,
Send fire truck to Train Station: flames spreading,Fire Force,amharic,
There is a person with stroke at the University campus.,Medical/Hospital,,
Emergency! Need firefighters at the construction site for thick smoke.,Fire Force,,
Need firefighters at Mexico Square for massive blaze.,Fire Force,,
Medical emergency at Train Station: head injury,Medical/Hospital,afaan_oromo,
Emergency! Reporting thief at Mexico Square.,Police,,
"General question, thanks",Other,,
Reporting huge flames at Kebele 02,Fire Force,,0.85
URGENT: seizure at the shopping mall.,Medical/Hospital,,
"Testing the app, thanks",Other,,
Police emergency! suspicious person at Mexico Square,Police,afaan_oromo,
Emergency! Please send paramedics to the construction site: woman in labor.,Medical/Hospital,,
Medical emergency at a back alley: choking incident.,Medical/Hospital,,
Emergency! I see kitchen fire at the Park.,Fire Force,,
"Emergency! Please send the fire force to the Park, there is thick smoke.",Fire Force,,
Emergency! Someone has poisoning at the Gas Station.,Medical/Hospital,,
Need police at Piazza for car theft,Police,amharic,
Hey Just app feedback?,Other,,
Hello This is good morning thanks,Other,,
There is burglary happening at Sarbet.,Police,,
Police emergency! kidnapping attempt at CMC Condominium,Police,amharic,
Send police to Kazanchis - domestic dispute in progress,Police,,0.88
Hello This is testing the app please,Other,,
Emergency! Please send paramedics to Atlas area: seizure.,Medical/Hospital,,
Fire emergency at Bus Terminal - explosion,Fire Force,amharic,
Emergency! I see chemical fire at the Stadium.,Fire Force,,
Please send paramedics to the Office: broken leg,Medical/Hospital,,0.87
Person with woman in labor at Kebele 04,Medical/Hospital,afaan_oromo,
URGENT: breathing difficulty at the Main Road.,Medical/Hospital,,
This is hello?,Other,,
Person with choking at Sarbet,Medical/Hospital,afaan_oromo,
Emergency! There is a person with poisoning at an Apartment building.,Medical/Hospital,,
Reporting seizure at Piazza.,Medical/Hospital,,
Hey Checking in - app feedback,Other,,
"No emergency, just system test",Other,,
Emergency! heart attack at Adama Police Station,Medical/Hospital,amharic,
ፖሊስ ይደውሉልኝ በMain Road,Police,amharic,
URGENT: breathing difficulty at Kebele 02.,Medical/Hospital,,
I see kitchen fire at a back alley.,Fire Force,,
Emergency medical assistance needed at the Park for burn victim.,Medical/Hospital,,
Need firefighters at Adama General Hospital for flames spreading,Fire Force,afaan_oromo,
Send fire truck to Central Bank: flames spreading,Fire Force,afaan_oromo,
Hi app feedback please,Other,,
Emergency! Please send police to the construction site for assault.,Police,,
Need firefighters at the High School for electrical sparks.,Fire Force,,
ሰረቁኝ በHigh School,Medical/Hospital,amharic,
Checking in - hi there please,Other,,
Emergency! Witnessed assault at the Central Bank.,Police,,
"Hi Hi, testing the app?",Other,,
Emergency! Need police at Gerji - stabbing.,Police,,
I see electrical sparks at the High School.,Fire Force,,
Police emergency! violent fight at Train Station,Police,amharic,
Reporting huge flames at Piazza.,Fire Force,,
Need ambulance at shopping mall - head injury,Medical/Hospital,,0.9
Emergency! Witnessed assault at the Main Road.,Police,,
Send fire truck to Atlas area: gas leak,Fire Force,,0.85
Emergency! Need an ambulance at the Main Road - heavy bleeding.,Medical/Hospital,,
Please send paramedics to Gerji: allergic reaction,Medical/Hospital,,0.76
Medical emergency at Summit: broken leg.,Medical/Hospital,,
Need firefighters at an Apartment building for electrical sparks,Fire Force,,0.53
Reporting inferno at High School,Fire Force,afaan_oromo,
Just just checking please,Other,,
Hi This is good morning,Other,,
Officer required at Mexico Square: vandalism.,Police,,
"Hey Hi, app feedback",Other,,
URGENT: warehouse fire reported at my Home.,Fire Force,,
Send fire truck to Kebele 04: fire on the balcony,Fire Force,afaan_oromo,
URGENT police response needed: drug dealing at the Gas Station.,Police,,
"Emergency! Please send the fire force to Piazza, there is fire in the basement.",Fire Force,,
Reporting explosion at Adama Market.,Fire Force,,
Need firefighters at shopping mall for something burning,Fire Force,,0.96
Emergency! kitchen fire at Adama General Hospital,Fire Force,afaan_oromo,
ልቤ ይታመማል በBus Terminal,Fire Force,amharic,
Please send paramedics to Adama Police Station: breathing difficulty,Medical/Hospital,,0.51
Emergency! There is chemical fire happening at the Park.,Fire Force,,
Emergency! Send fire truck to the University campus - huge flames.,Fire Force,,
Need firefighters at Kebele 04 for electrical sparks,Fire Force,,0.7
URGENT: huge flames reported at CMC Condominium.,Fire Force,,
"Hi Hi, is anyone there?",Other,,
Police emergency! mugging at Kebele 04.,Police,,
Reporting flames spreading at Main Road,Fire Force,,0.9
Emergency medical assistance needed at Mexico Square for broken leg.,Medical/Hospital,,
Need ambulance at Piazza - burn victim,Medical/Hospital,afaan_oromo,
Send police to Atlas area - robbery in progress,Police,amharic,
URGENT: overdose at Adama Market.,Medical/Hospital,,
Fire emergency at Train Station - thick smoke,Fire Force,amharic,
Reporting assault at Gerji,Police,afaan_oromo,
Hi time check,Other,,
Send police to Summit - burglary in progress,Police,afaan_oromo,
"Hi how are you, thanks?",Other,,
Emergency! explosion at Main Road,Fire Force,,0.86
URGENT police response needed: car theft at Gerji.,Police,,
"Hello No emergency, just wrong number",Other,,
Emergency! flames spreading at the shopping mall.,Fire Force,,
Reporting inferno at Fire Station,Fire Force,,0.71
URGENT police response needed: domestic dispute at Gerji.,Police,,
Emergency! heart attack at Adama General Hospital,Medical/Hospital,,0.47
Emergency! Please send paramedics to the High School: person who fell.,Medical/Hospital,,
Police emergency! assault at Train Station,Police,afaan_oromo,
Fire emergency at Adama Police Station - fire on the balcony,Fire Force,,0.95
Send police to Mexico Square - car theft in progress,Police,,0.95
There is massive blaze happening at the shopping mall.,Fire Force,,
"Hello Hello, hello",Other,,
Reporting fire on the balcony at Kazanchis,Fire Force,afaan_oromo,
Reporting assault at Mexico Square,Police,,0.88
Need firefighters at the Main Road for massive blaze.,Fire Force,,
Reporting kidnapping attempt at Central Bank,Police,amharic,
Police emergency! armed suspect at the Stadium.,Police,,
URGENT: poisoning at Piazza.,Medical/Hospital,,
"Emergency! Please send the fire force to the Gas Station, there is kitchen fire.",Fire Force,,
Emergency! Please send police to the University campus for assault.,Police,,
Send fire truck to Bole Road - small fire.,Fire Force,,
Emergency! Reporting animal bite at the Hospital gate.,Medical/Hospital,,
Reporting group with weapons at Piazza,Police,,0.9
"Emergency! Please send the fire force to the construction site, there is transformer fire.",Fire Force,,
Need ambulance at Sarbet - breathing difficulty,Medical/Hospital,,0.87
Reporting burglary at Mexico Square,Police,amharic,
Send police to Main Road - domestic dispute in progress,Police,afaan_oromo,
Emergency! Send fire truck to Bole Road - fire in the basement.,Fire Force,,
This is hi there,Other,,
Police emergency! car theft at the shopping mall.,Police,,
Police emergency! stolen goods at Bus Terminal,Police,amharic,
Emergency! I see massive blaze at the local Pharmacy.,Fire Force,,
Emergency! Need firefighters at the Stadium for smoke coming from the roof.,Fire Force,,
Emergency! kitchen fire at Bus Terminal,Fire Force,amharic,
This is time check,Other,,
Emergency! Reporting domestic dispute at the Train Station.,Police,,
Emergency! There is smoke coming from the roof happening at the Office.,Fire Force,,
Emergency! There is massive blaze happening at my Home.,Fire Force,,
Reporting robbery at Central Bank,Police,amharic,
Reporting mugging at Atlas area,Police,afaan_oromo,
Reporting something burning at the Office.,Fire Force,,
Hey Just general question,Other,,
Emergency! Officer required at Bole Road: riot.,Police,,
"Time check, thanks",Other,,
Emergency! I see warehouse fire at my Home.,Fire Force,,
URGENT: kitchen fire reported at the shopping mall.,Fire Force,,
Hi This is how are you please,Other,,
Fire emergency at Main Road - inferno,Fire Force,amharic,
Emergency! Please send police to the local Pharmacy for mugging.,Police,,
Send police to Gerji - harassment in progress,Police,,0.7
Emergency! There is a person with burn victim at the local Pharmacy.,Medical/Hospital,,
Medical emergency at Summit: heart attack.,Medical/Hospital,,
Car accident with fire at construction site,Fire Force,,0.67
Need firefighters at Central Bank for smoke coming from the roof,Fire Force,,0.94
Emergency! Witnessed violent fight at Bole Road.,Police,,
Fire emergency at CMC Condominium - warehouse fire,Fire Force,,0.89
Police emergency! robbery at Kebele 04,Police,amharic,
Emergency! warehouse fire at the Main Road.,Fire Force,,
Emergency! Need firefighters at Piazza for thick smoke.,Fire Force,,
Medical emergency at shopping mall: animal bite,Medical/Hospital,afaan_oromo,
Hi thank you?,Other,,
URGENT police response needed: stolen goods at the Train Station.,Police,,
Need police at Summit for suspicious person,Police,,0.88
Police emergency! kidnapping attempt at the Office.,Police,,
"Hi No emergency, just thank you thanks",Other,,
Witnessed stolen goods at the High School.,Police,,
Emergency! burn victim at an Apartment building,Medical/Hospital,afaan_oromo,
Need police at Kazanchis for shooting,Police,,0.51
Lapheen ni dhukkuba Kebele 04,Police,afaan_oromo,
Need police at Kebele 02 for robbery,Police,,0.86
Need firefighters at Main Road for kitchen fire,Fire Force,amharic,
URGENT: burn victim at the Main Road.,Medical/Hospital,,
Officer required at an Apartment building: domestic dispute,Police,afaan_oromo,
URGENT: poisoning at Atlas area.,Medical/Hospital,,
Help! burning smell at the shopping mall!,Fire Force,,
Please send paramedics to High School: choking,Medical/Hospital,afaan_oromo,
Send fire truck to Mexico Square: smoke coming from the roof,Fire Force,,0.8
Ibidda Kebele 02,Police,afaan_oromo,
እሳት ወጥቷል በKazanchis,Police,amharic,
Officer required at Kazanchis: group with weapons,Police,afaan_oromo,
Emergency! warehouse fire at Bus Terminal,Fire Force,,0.88
Police emergency! robbery at Summit,Police,afaan_oromo,
Emergency! fire on the balcony at CMC Condominium,Fire Force,amharic,
Person with heart attack at University campus,Medical/Hospital,amharic,
Person with car accident with injuries at Summit,Medical/Hospital,,0.69
Emergency! Officer required at my Home: group with weapons.,Police,,
Need police at Atlas area for stolen goods,Police,afaan_oromo,
Emergency! Help! something burning at the Central Bank!,Fire Force,,
Please send paramedics to Gas Station: head injury,Medical/Hospital,,0.79
Reporting break-in at the Central Bank.,Police,,
Send police to Piazza - violent fight in progress,Police,afaan_oromo,
Poolisiin na biliisa Atlas area,Fire Force,afaan_oromo,
Reporting stabbing at the Train Station.,Police,,
Police emergency! burglary at Bus Terminal,Police,amharic,
Need ambulance at Kazanchis - bleeding,Medical/Hospital,afaan_oromo,
Emergency! collapsed at Bus Terminal,Medical/Hospital,amharic,
Person with stroke at an Apartment building,Medical/Hospital,amharic,
Emergency! Need police at the Bus Terminal - stolen goods.,Police,,
Hi Quick question: good morning?,Other,,
Reporting fire at the Office,Fire Force,amharic,
Police emergency! shooting at Kebele 02.,Police,,
Emergency! There is a person with allergic reaction at the local Pharmacy.,Medical/Hospital,,
Hospitaala nan barbaada Kebele 04,Police,afaan_oromo,
Person with poisoning at Adama General Hospital,Medical/Hospital,,0.89
እሳት ወጥቷል በSummit,Medical/Hospital,amharic,
Fire emergency at Bus Terminal - fire in the basement,Fire Force,afaan_oromo,
Person with animal bite at construction site,Medical/Hospital,amharic,
There is chemical fire happening at the High School.,Fire Force,,
Emergency! Reporting poisoning at Mexico Square.,Medical/Hospital,,
Police emergency! harassment at Sarbet,Police,amharic,
Reporting electrical sparks at Adama Market,Fire Force,amharic,
There is a person with heavy bleeding at the local Pharmacy.,Medical/Hospital,,
Emergency! huge flames at Kebele 02.,Fire Force,,
Medical emergency! car accident with injuries at Kebele 02.,Medical/Hospital,,
ሆስፒታል ያስፈልገኛል በshopping mall,Fire Force,amharic,
"Hey time check, thanks thanks",Other,,
"Hey system test, thanks?",Other,,
Emergency! Need an ambulance at Adama Market - choking incident.,Medical/Hospital,,
"Hi, hello world?",Other,,
Send police to Adama Police Station - burglary in progress,Police,amharic,
Need firefighters at Central Bank for brush fire,Fire Force,,0.86
Hello time check,Other,,
Officer required at CMC Condominium: riot.,Police,,
I see chemical fire at the main Factory.,Fire Force,,
Reporting kitchen fire at Gas Station,Fire Force,afaan_oromo,
Need firefighters at Central Bank for burning smell,Fire Force,,0.89
Fire emergency at Main Road - thick smoke,Fire Force,amharic,
Need police at the Train Station - domestic dispute.,Police,,
Time check,Other,,
URGENT: something burning reported at the shopping mall.,Fire Force,,
Police emergency! suspicious person at CMC Condominium.,Police,,
Reporting brush fire at the Office,Fire Force,,0.98
Poolisiin na biliisa construction site,Police,afaan_oromo,
Hi Checking in - just checking thanks,Other,,
Medical emergency at Main Road: car accident with injuries,Medical/Hospital,amharic,
Poolisiin na biliisa Central Bank,Police,afaan_oromo,
Please send paramedics to High School: heart attack,Medical/Hospital,afaan_oromo,
Emergency! fire at Main Road,Fire Force,afaan_oromo,
Ibidda an Apartment building,Medical/Hospital,afaan_oromo,
