text,label,language,confidence_score
"I think there's a medical issue, can you check? at Kazanchis",Medical/Hospital,english,0.46
ፖሊስ በአስቸኳይ ይላኩ በአዳማ ገበያ,Police,amharic,0.82
"Testing the app, please ignore",Other,english,0.9
ፖሊስ በአስቸኳይ ይላኩ በባቡር ጣቢያ,Police,amharic,0.81
"Active robbery in progress, armed suspect on premises at Kebele 02",Police,english,0.93
Practice report for training purposes,Other,english,0.89
Domestic violence incident with active assault at Bus Terminal,Police,english,0.95
Poolisii ariifachiisaa Paarkii,Police,afaan_oromo,0.77
"I hear someone crying for help, maybe injured at Summit",Medical/Hospital,english,0.6
I think I see something suspicious at Central Bank,Police,english,0.68
"Sample message, disregard",Other,english,0.98
የወንጀል ክስተት ተከስቷል በባቡር ጣቢያ,Police,amharic,0.81
Aarii baay'ee jira Baankii Qabxii,Fire Force,afaan_oromo,0.71
Domestic violence incident with active assault at Kebele 02,Police,english,0.88
"Active seizure, patient needs emergency medical care at an Apartment building",Medical/Hospital,english,0.98
"I heard something, might be trouble at the downtown area",Police,english,0.48
"Gas leak, people are unconscious at Kazanchis",Fire Force,english,0.66
"Shots fired, active shooter situation at Summit",Police,english,0.94
Ibiddi bubba'e jira Bole Daandii,Fire Force,afaan_oromo,0.83
"Maybe someone fainted, please verify at a private residence",Medical/Hospital,english,0.57
Yeroo madaa namni dhukkubsate jira Kebele 04,Medical/Hospital,afaan_oromo,0.71
"Maybe there's a fire, can you check? at the business district",Fire Force,english,0.66
Not sure but better check this area at Train Station,Police,english,0.52
እሳት ተነስቷል የእሳት አደጋ መከላከያ ይላኩ በቦሌ መንገድ,Fire Force,amharic,0.7
Namni hame ta'e jira Staadiyamii,Police,afaan_oromo,0.77
ዘራፊ ገብቷል ፖሊስ ያስፈልጋል በስታዲየም,Police,amharic,0.8
Criminal barricaded in burning building at the University campus,Police,english,0.63
የወንጀል ክስተት ተከስቷል በአዳማ ገበያ,Police,amharic,0.83
ጋዝ እየፈሰሰ ነው አደጋ ሊከሰት ይችላል በቦሌ መንገድ,Fire Force,amharic,0.74
Gas main break with strong odor throughout area at the city center,Fire Force,english,0.93
"Something burning maybe, please check at my Home",Fire Force,english,0.64
Multi-vehicle accident with fire on highway at Summit,Fire Force,english,0.95
ሐኪም በአስቸኳይ ይፈለጋል በቀበሌ 02,Medical/Hospital,amharic,0.8
"Building explosion, multiple casualties at the city center",Fire Force,english,0.63
"Riot with multiple offenders, public safety risk at the commercial district",Police,english,0.9
"Industrial fire with toxic smoke, evacuate area at Summit",Fire Force,english,0.91
Rimeen uumame poolisii barbaada Paarkii,Police,afaan_oromo,0.87
"I think I see smoke, please verify at a family home",Fire Force,english,0.51
Ambulaansii ariifachiisaa Buufata Otobisii,Medical/Hospital,afaan_oromo,0.73
ጥቃት ደርሶብኛል ፖሊስ ይምጡ በፒያሳ,Police,amharic,0.83
Just checking if the system works,Other,english,0.95
"Person having heart attack, need ambulance immediately at CMC Condominium",Medical/Hospital,english,0.92
"Industrial fire with toxic smoke, evacuate area at an Apartment building",Fire Force,english,0.87
"Testing the app, please ignore",Other,english,0.95
"I think there's a medical issue, can you check? at the marketplace",Medical/Hospital,english,0.42
"A stabbing occurred, victim is bleeding heavily at the commercial district",Medical/Hospital,english,0.62
"Testing the app, please ignore",Other,english,0.97
"Maybe a robbery, not certain at the business district",Police,english,0.62
"Burglary in progress, suspect inside building at the Park",Police,english,0.91
"No emergency, just a test message",Other,english,0.98
Multi-vehicle accident with fire on highway at Kebele 02,Fire Force,english,0.91
"Gas explosion reported, building collapse possible at Train Station",Fire Force,english,0.98
Just checking if the system works,Other,english,0.96
ጥቃት ደርሶብኛል ፖሊስ ይምጡ በቦሌ መንገድ,Police,amharic,0.82
"Someone might need medical attention, not sure at Kebele 04",Medical/Hospital,english,0.46
"Major incident with fire, injuries, and crime scene at the Gas Station",Fire Force,english,0.55
Not sure if it's a crime but looks wrong at the city center,Police,english,0.48
Waan hatamuun uumame Adama Gandaa,Police,afaan_oromo,0.71
"Gas leak, people are unconscious at the downtown area",Fire Force,english,0.66
"Fight with weapons, people are injured at a family home",Medical/Hospital,english,0.59
Arson suspect caught on fire at Kazanchis,Police,english,0.57
የህዝብ ጸጥታ ችግር አለ በቦሌ መንገድ,Police,amharic,0.81
ጋዝ እየፈሰሰ ነው አደጋ ሊከሰት ይችላል በፓርክ,Fire Force,amharic,0.78
ህመምተኛ አለ ዶክተር ያስፈልጋል በባቡር ጣቢያ,Medical/Hospital,amharic,0.72
Car crash with fire and suspected DUI at the shopping mall,Fire Force,english,0.58
የህዝብ ጸጥታ ችግር አለ በዋና መንገድ,Police,amharic,0.72
"Child choking, immediate medical intervention needed at the city center",Medical/Hospital,english,0.98
"Person having heart attack, need ambulance immediately at Kebele 04",Medical/Hospital,english,0.9
"Person shot, multiple injuries reported at Summit",Medical/Hospital,english,0.58
Criminal barricaded in burning building at my Home,Police,english,0.63
"Simulation running, no action needed",Other,english,0.95
Waan hatamuun uumame Buufata Otobisii,Police,afaan_oromo,0.88
የህክምና ድንገተኛ ሁኔታ ተከስቷል በፓርክ,Medical/Hospital,amharic,0.72
"Someone might need medical attention, not sure at the marketplace",Medical/Hospital,english,0.64
"Testing the app, please ignore",Other,english,0.95
Yeroo madaa namni dhukkubsate jira Kebele 04,Medical/Hospital,afaan_oromo,0.88
Multi-vehicle accident with fire on highway at the Office,Fire Force,english,0.98
Waan hatamuun uumame Piazza,Police,afaan_oromo,0.86
"Burglary in progress, suspect inside building at the downtown area",Police,english,0.97
የድንገተኛ ህክምና ያስፈልጋል በቀበሌ 02,Medical/Hospital,amharic,0.78
"Something burning maybe, please check at the Office",Fire Force,english,0.52
"Violent attack, victim unconscious and bleeding at Kebele 02",Medical/Hospital,english,0.6
ሐኪም በአስቸኳይ ይፈለጋል በቀበሌ 02,Medical/Hospital,amharic,0.86
I think I see something suspicious at my Home,Police,english,0.46
Gas main break with strong odor throughout area at the city center,Fire Force,english,0.9
Hospitaala nan barbaada Buufata Baabura,Medical/Hospital,afaan_oromo,0.72
"I heard a pop, might be electrical at a family home",Fire Force,english,0.54
Poolisii ariifachiisaa Piazza,Police,afaan_oromo,0.8
የወንጀል ክስተት ተከስቷል በስታዲየም,Police,amharic,0.76
I think I see something suspicious at the Park,Police,english,0.63
"I heard something, might be trouble at Kazanchis",Police,english,0.64
"Industrial fire with toxic smoke, evacuate area at a local house",Fire Force,english,0.96
"Officer needs backup, suspect resisting at the Gas Station",Police,english,0.98
"Person having heart attack, need ambulance immediately at Kebele 04",Medical/Hospital,english,0.92
Not sure if it's a crime but looks wrong at the downtown area,Police,english,0.59
ጢስ እየወጣ ነው እሳት ሊኖር ይችላል በአዳማ ገበያ,Fire Force,amharic,0.87
"Kidnapping witnessed, suspect fleeing scene at Adama Market",Police,english,0.97
Demonstration mode active,Other,english,0.94
ፖሊስ በአስቸኳይ ይላኩ በሲኤምሲ,Police,amharic,0.76
Not sure but someone looks sick at the Stadium,Medical/Hospital,english,0.43
"Stroke symptoms, FAST positive, need hospital at Summit",Medical/Hospital,english,0.88
"Chemical facility fire, hazardous materials involved at the local Pharmacy",Fire Force,english,0.94
"Unconscious person not breathing, cardiac arrest at a private residence",Medical/Hospital,english,0.94
"I smell something like smoke, not sure at Summit",Fire Force,english,0.53
የህክምና ድንገተኛ ሁኔታ ተከስቷል በቀበሌ 02,Medical/Hospital,amharic,0.71
Gas main break with strong odor throughout area at the city center,Fire Force,english,0.96
ህመምተኛ አለ ዶክተር ያስፈልጋል በአውቶቡስ ቴርሚናል,Medical/Hospital,amharic,0.82
Not sure but better check this area at Summit,Police,english,0.66
"Person with allergic reaction, throat swelling, anaphylaxis at Piazza",Medical/Hospital,english,0.97
Multi-vehicle accident with fire on highway at Gerji,Fire Force,english,0.98
"I heard a pop, might be electrical at the marketplace",Fire Force,english,0.57
የእሳት አደጋ ተከስቷል ፈጣን ምላሽ ያስፈልጋል በአውቶቡስ ቴርሚናል,Fire Force,amharic,0.74
Multi-vehicle accident with fire on highway at the local Pharmacy,Fire Force,english,0.94
"Gas explosion reported, building collapse possible at CMC Condominium",Fire Force,english,0.95
ጥቃት ደርሶብኛል ፖሊስ ይምጡ በፒያሳ,Police,amharic,0.76
Not sure if it's a crime but looks wrong at Adama Market,Police,english,0.5
Practice report for training purposes,Other,english,0.92
"Could be a break-in, please investigate at the Hospital gate",Police,english,0.43
Not sure but better check this area at CMC Condominium,Police,english,0.44
"Active seizure, patient needs emergency medical care at the downtown area",Medical/Hospital,english,0.9
Hospitaala nan barbaada Adama Gandaa,Medical/Hospital,afaan_oromo,0.72
የድንገተኛ ህክምና ያስፈልጋል በቀበሌ 04,Medical/Hospital,amharic,0.77
"Someone might need medical attention, not sure at Gerji",Medical/Hospital,english,0.51
ጥቃት ደርሶብኛል ፖሊስ ይምጡ በቦሌ መንገድ,Police,amharic,0.87
የወንጀል ክስተት ተከስቷል በሲኤምሲ,Police,amharic,0.86
ጢስ እየወጣ ነው እሳት ሊኖር ይችላል በቦሌ መንገድ,Fire Force,amharic,0.85
Ibiddi bubba'e jira Kebele 04,Fire Force,afaan_oromo,0.88
Manni ibidda bubba'e Paarkii,Fire Force,afaan_oromo,0.83
Not sure but someone looks sick at the Park,Medical/Hospital,english,0.49
Terrorist attack causing fire and casualties at the shopping mall,Police,english,0.52
Ambulaansii ariifachiisaa Staadiyamii,Medical/Hospital,afaan_oromo,0.75
Car crash with fire and suspected DUI at Central Bank,Fire Force,english,0.58
Rimeen uumame poolisii barbaada Baankii Qabxii,Police,afaan_oromo,0.86
Ijaarsi ibidda jala jira Piazza,Fire Force,afaan_oromo,0.72
ቤት ውስጥ እሳት ተነስቷል በባቡር ጣቢያ,Fire Force,amharic,0.84
Waan bala'aan uumame Staadiyamii,Police,afaan_oromo,0.75
"I think there's a medical issue, can you check? at an Apartment building",Medical/Hospital,english,0.53
Aarii baay'ee jira Adama Gandaa,Fire Force,afaan_oromo,0.82
"Industrial fire with toxic smoke, evacuate area at the Stadium",Fire Force,english,0.96
የእሳት አደጋ ተከስቷል ፈጣን ምላሽ ያስፈልጋል በቀበሌ 04,Fire Force,amharic,0.75
Ijaarsi ibidda jala jira Adama Gandaa,Fire Force,afaan_oromo,0.87
Arson suspect caught on fire at the local Pharmacy,Police,english,0.57
Practice report for training purposes,Other,english,0.93
"Fight with weapons, people are injured at Bole Road",Medical/Hospital,english,0.59
ፖሊስ በአስቸኳይ ይላኩ በማዕከላዊ ባንክ,Police,amharic,0.79
"Industrial fire with toxic smoke, evacuate area at a residential building",Fire Force,english,0.89
"A stabbing occurred, victim is bleeding heavily at a residential building",Medical/Hospital,english,0.62
I think I see something suspicious at Mexico Square,Police,english,0.5
Namni hame ta'e jira Buufata Otobisii,Police,afaan_oromo,0.86
"Active robbery in progress, armed suspect on premises at the Park",Police,english,0.9
Hospitaala nan barbaada Bole Daandii,Medical/Hospital,afaan_oromo,0.72
"Building explosion, multiple casualties at the local Pharmacy",Fire Force,english,0.63
Not sure if it's a fire or something else at my Home,Fire Force,english,0.64
Not sure but better check this area at the Main Factory,Police,english,0.62
Just checking if the system works,Other,english,0.97
"Someone might need medical attention, not sure at the commercial district",Medical/Hospital,english,0.56
"Kidnapping witnessed, suspect fleeing scene at the shopping mall",Police,english,0.98
"Simulation running, no action needed",Other,english,0.96
የህክምና ድንገተኛ ሁኔታ ተከስቷል በቦሌ መንገድ,Medical/Hospital,amharic,0.86
"Sample message, disregard",Other,english,0.96
"Could be a break-in, please investigate at Kazanchis",Police,english,0.49
የህዝብ ጸጥታ ችግር አለ በዋና መንገድ,Police,amharic,0.78
"Apartment fire, people trapped inside at the University campus",Fire Force,english,0.65
Manni ibidda bubba'e Kebele 02,Fire Force,afaan_oromo,0.73
Demonstration mode active,Other,english,0.91
"Person having heart attack, need ambulance immediately at a private residence",Medical/Hospital,english,0.88
"Possible heart attack, but I'm not certain at Bus Terminal",Medical/Hospital,english,0.44
"Fight with weapons, people are injured at the Gas Station",Medical/Hospital,english,0.59
"Could be a break-in, please investigate at Train Station",Police,english,0.61
ጋዝ እየፈሰሰ ነው አደጋ ሊከሰት ይችላል በፓርክ,Fire Force,amharic,0.73
"Possible heart attack, but I'm not certain at Summit",Medical/Hospital,english,0.53
Protestors burning vehicles at Kebele 02,Police,english,0.6
"Apartment fire, people trapped inside at my Home",Fire Force,english,0.65
የህዝብ ጸጥታ ችግር አለ በፒያሳ,Police,amharic,0.85
የወንጀል ክስተት ተከስቷል በፒያሳ,Police,amharic,0.88
"Stroke symptoms, FAST positive, need hospital at CMC Condominium",Medical/Hospital,english,0.95
"Maybe someone fainted, please verify at CMC Condominium",Medical/Hospital,english,0.64
ዘራፊ ገብቷል ፖሊስ ያስፈልጋል በዋና መንገድ,Police,amharic,0.82
"Possible heart attack, but I'm not certain at the University campus",Medical/Hospital,english,0.67
Something doesn't look right here at Central Bank,Police,english,0.51
"Active robbery in progress, armed suspect on premises at the downtown area",Police,english,0.97
"Someone is acting strange, might need doctor at my Home",Medical/Hospital,english,0.52
"Shots fired, active shooter situation at Bus Terminal",Police,english,0.99
"Industrial fire with toxic smoke, evacuate area at Mexico Square",Fire Force,english,0.95
"Person shot, multiple injuries reported at Bole Road",Medical/Hospital,english,0.58
"I hear someone crying for help, maybe injured at the city center",Medical/Hospital,english,0.49
"I think I see smoke, please verify at Piazza",Fire Force,english,0.52
የድንገተኛ ህክምና ያስፈልጋል በአውቶቡስ ቴርሚናል,Medical/Hospital,amharic,0.87
"Person having heart attack, need ambulance immediately at Train Station",Medical/Hospital,english,0.94
"Major trauma with heavy bleeding, emergency transport required at the shopping mall",Medical/Hospital,english,0.91
የድንገተኛ ህክምና ያስፈልጋል በሲኤምሲ,Medical/Hospital,amharic,0.85
Terrorist attack causing fire and casualties at the University campus,Police,english,0.52
Aarii baay'ee jira Buufata Otobisii,Fire Force,afaan_oromo,0.87
Arson suspect caught on fire at Mexico Square,Police,english,0.57
Criminal barricaded in burning building at Central Bank,Police,english,0.63
"Major trauma with heavy bleeding, emergency transport required at Atlas area",Medical/Hospital,english,0.93
Just checking if the system works,Other,english,0.93
Not sure but someone looks sick at a residential building,Medical/Hospital,english,0.56
Terrorist attack causing fire and casualties at Central Bank,Police,english,0.52
"Stroke symptoms, FAST positive, need hospital at the Hospital gate",Medical/Hospital,english,0.95
"Fight with weapons, people are injured at CMC Condominium",Medical/Hospital,english,0.59
"Stroke symptoms, FAST positive, need hospital at the marketplace",Medical/Hospital,english,0.91
"Building explosion, multiple casualties at the Gas Station",Fire Force,english,0.63
Ambulaansii ariifachiisaa Buufata Otobisii,Medical/Hospital,afaan_oromo,0.73
Ijaarsi ibidda jala jira Bole Daandii,Fire Force,afaan_oromo,0.74
Not sure if it's a crime but looks wrong at the University campus,Police,english,0.54
Multi-vehicle accident with fire on highway at CMC Condominium,Fire Force,english,0.97
"Officer needs backup, suspect resisting at Bus Terminal",Police,english,0.87
Arson suspect caught on fire at Summit,Police,english,0.57
"Major incident with fire, injuries, and crime scene at Gerji",Fire Force,english,0.55
"Testing the app, please ignore",Other,english,0.95
Forest fire spreading rapidly toward homes at an Apartment building,Fire Force,english,0.88
Multi-vehicle accident with fire on highway at Train Station,Fire Force,english,0.89
Dhibee fayyaa cimaa uumame Piazza,Medical/Hospital,afaan_oromo,0.76
Car crash with fire and suspected DUI at the marketplace,Fire Force,english,0.58
"Maybe a robbery, not certain at Piazza",Police,english,0.47
Hospitaala nan barbaada Piazza,Medical/Hospital,afaan_oromo,0.85
"Officer needs backup, suspect resisting at the Gas Station",Police,english,0.91
ህመምተኛ አለ ዶክተር ያስፈልጋል በቀበሌ 02,Medical/Hospital,amharic,0.82
Forest fire spreading rapidly toward homes at Bus Terminal,Fire Force,english,0.93
"Fight with weapons, people are injured at a residential building",Medical/Hospital,english,0.59
አምቡላንስ በፍጥነት ይላኩ በባቡር ጣቢያ,Medical/Hospital,amharic,0.77
"Possible heart attack, but I'm not certain at the marketplace",Medical/Hospital,english,0.62
Terrorist attack causing fire and casualties at the Office,Police,english,0.52
"Apartment fire, people trapped inside at CMC Condominium",Fire Force,english,0.65
"Riot with multiple offenders, public safety risk at the shopping mall",Police,english,0.96
Demonstration mode active,Other,english,0.98
"Riot with multiple offenders, public safety risk at CMC Condominium",Police,english,0.97
"Officer needs backup, suspect resisting at a local house",Police,english,0.88
"Possible smoke, but I'm not certain at Main Road",Fire Force,english,0.51
Practice report for training purposes,Other,english,0.92
"I heard a pop, might be electrical at Train Station",Fire Force,english,0.63
Waan bala'aan uumame Baankii Qabxii,Police,afaan_oromo,0.71
ጢስ እየወጣ ነው እሳት ሊኖር ይችላል በፓርክ,Fire Force,amharic,0.76
Waan hatamuun uumame Piazza,Police,afaan_oromo,0.85
"I heard something, might be trouble at the Hospital gate",Police,english,0.5
Riot with fires set to buildings at Mexico Square,Police,english,0.61
"Chemical facility fire, hazardous materials involved at Bole Road",Fire Force,english,0.97
"Shots fired, active shooter situation at the city center",Police,english,0.91
"Severe bleeding, send paramedics right away at the city center",Medical/Hospital,english,0.88
I think I see something suspicious at the Main Factory,Police,english,0.48
Protestors burning vehicles at a private residence,Police,english,0.6
"Testing the app, please ignore",Other,english,0.98
Terrorist attack causing fire and casualties at the marketplace,Police,english,0.52
Namni hame ta'e jira Paarkii,Police,afaan_oromo,0.73
Riot with fires set to buildings at the Office,Police,english,0.61
Domestic violence incident with active assault at Piazza,Police,english,0.97
"Maybe a robbery, not certain at Main Road",Police,english,0.47
"Shots fired, active shooter situation at the city center",Police,english,0.96
Structure fire with visible flames from multiple windows at Kazanchis,Fire Force,english,0.93
Yeroo madaa namni dhukkubsate jira Staadiyamii,Medical/Hospital,afaan_oromo,0.79
Hospitaala nan barbaada Bole Daandii,Medical/Hospital,afaan_oromo,0.75
Ambulaansii ariifachiisaa Adama Gandaa,Medical/Hospital,afaan_oromo,0.79
"Major trauma with heavy bleeding, emergency transport required at the Stadium",Medical/Hospital,english,0.94
Yeroo madaa namni dhukkubsate jira Daandii Guddaa,Medical/Hospital,afaan_oromo,0.76
"Something burning maybe, please check at Atlas area",Fire Force,english,0.67
"I heard something, might be trouble at an Apartment building",Police,english,0.43
ቤት ውስጥ እሳት ተነስቷል በማዕከላዊ ባንክ,Fire Force,amharic,0.83
Gas main break with strong odor throughout area at Gerji,Fire Force,english,0.92
Waan hatamuun uumame Kebele 02,Police,afaan_oromo,0.84
"Unconscious person not breathing, cardiac arrest at the marketplace",Medical/Hospital,english,0.93
Rimeen uumame poolisii barbaada Piazza,Police,afaan_oromo,0.85
የድንገተኛ ህክምና ያስፈልጋል በስታዲየም,Medical/Hospital,amharic,0.8
Multi-vehicle accident with fire on highway at the shopping mall,Fire Force,english,0.99
"Burglary in progress, suspect inside building at the Main Factory",Police,english,0.88
Demonstration mode active,Other,english,0.89
"Someone is acting strange, might need doctor at the commercial district",Medical/Hospital,english,0.51
"Sample message, disregard",Other,english,0.89
"Shots fired, active shooter situation at Central Bank",Police,english,0.97
"Officer needs backup, suspect resisting at Summit",Police,english,0.88
ሐኪም በአስቸኳይ ይፈለጋል በቀበሌ 02,Medical/Hospital,amharic,0.74
Manni ibidda bubba'e Paarkii,Fire Force,afaan_oromo,0.75
"Carjacking occurring right now, suspect armed at the Hospital gate",Police,english,0.92
"Fight with weapons, people are injured at a local house",Medical/Hospital,english,0.59
Terrorist attack causing fire and casualties at Main Road,Police,english,0.52
ጢስ እየወጣ ነው እሳት ሊኖር ይችላል በፒያሳ,Fire Force,amharic,0.82
Terrorist attack causing fire and casualties at the Park,Police,english,0.52
የህዝብ ጸጥታ ችግር አለ በአውቶቡስ ቴርሚናል,Police,amharic,0.78
Aarii baay'ee jira Baankii Qabxii,Fire Force,afaan_oromo,0.8
ጢስ እየወጣ ነው እሳት ሊኖር ይችላል በአውቶቡስ ቴርሚናል,Fire Force,amharic,0.84
Just checking if the system works,Other,english,0.95
"Maybe someone fainted, please verify at the commercial district",Medical/Hospital,english,0.47
ሐኪም በአስቸኳይ ይፈለጋል በማዕከላዊ ባንክ,Medical/Hospital,amharic,0.88
"Gas explosion reported, building collapse possible at Kebele 04",Fire Force,english,0.89
የህዝብ ጸጥታ ችግር አለ በፓርክ,Police,amharic,0.81
የድንገተኛ ህክምና ያስፈልጋል በባቡር ጣቢያ,Medical/Hospital,amharic,0.75
"Maybe there's a fire, can you check? at Atlas area",Fire Force,english,0.44
"I think there's a medical issue, can you check? at Adama Market",Medical/Hospital,english,0.47
"Major incident with fire, injuries, and crime scene at the shopping mall",Fire Force,english,0.55
Not sure but someone looks sick at CMC Condominium,Medical/Hospital,english,0.52
Ambulaansii ariifachiisaa Buufata Otobisii,Medical/Hospital,afaan_oromo,0.86
ጋዝ እየፈሰሰ ነው አደጋ ሊከሰት ይችላል በፒያሳ,Fire Force,amharic,0.71
Terrorist attack causing fire and casualties at Mexico Square,Police,english,0.52
Ambulaansii ariifachiisaa Kebele 04,Medical/Hospital,afaan_oromo,0.76
"Sample message, disregard",Other,english,0.98
Forest fire spreading rapidly toward homes at the shopping mall,Fire Force,english,0.99
ህመምተኛ አለ ዶክተር ያስፈልጋል በአውቶቡስ ቴርሚናል,Medical/Hospital,amharic,0.74
Namni hame ta'e jira Daandii Guddaa,Police,afaan_oromo,0.82
Not sure but someone looks sick at my Home,Medical/Hospital,english,0.47
Car crash with fire and suspected DUI at the Office,Fire Force,english,0.58
Not sure but better check this area at Main Road,Police,english,0.53
"Shots fired, active shooter situation at CMC Condominium",Police,english,0.91
"Apartment fire, people trapped inside at Piazza",Fire Force,english,0.65
Apartment building fire with residents trapped at Kebele 04,Fire Force,english,0.87
"Someone is acting strange, might need doctor at the shopping mall",Medical/Hospital,english,0.53
"Burglary in progress, suspect inside building at Main Road",Police,english,0.92
እሳት ተነስቷል የእሳት አደጋ መከላከያ ይላኩ በአዳማ ገበያ,Fire Force,amharic,0.71
"Chemical facility fire, hazardous materials involved at Summit",Fire Force,english,0.99
"I heard something, might be trouble at the city center",Police,english,0.44
"Person having heart attack, need ambulance immediately at the downtown area",Medical/Hospital,english,0.88
"Major trauma with heavy bleeding, emergency transport required at Kebele 04",Medical/Hospital,english,0.94
Ibiddi bubba'e jira Buufata Otobisii,Fire Force,afaan_oromo,0.87
"Child choking, immediate medical intervention needed at Kebele 02",Medical/Hospital,english,0.98
Not sure if it's a crime but looks wrong at the University campus,Police,english,0.55
"Simulation running, no action needed",Other,english,0.91
Practice report for training purposes,Other,english,0.93
Ibiddi bubba'e jira Paarkii,Fire Force,afaan_oromo,0.72
"Major trauma with heavy bleeding, emergency transport required at a private residence",Medical/Hospital,english,0.88
"Shots fired, active shooter situation at the city center",Police,english,0.9
"Carjacking occurring right now, suspect armed at Main Road",Police,english,0.89
Waan bala'aan uumame Paarkii,Police,afaan_oromo,0.73
ህመምተኛ አለ ዶክተር ያስፈልጋል በቀበሌ 02,Medical/Hospital,amharic,0.79
"Shots fired, active shooter situation at a family home",Police,english,0.88
"Testing the app, please ignore",Other,english,0.92
"Sample message, disregard",Other,english,0.96
"Riot with multiple offenders, public safety risk at Adama Market",Police,english,0.9
"No emergency, just a test message",Other,english,0.89
"Kidnapping witnessed, suspect fleeing scene at Atlas area",Police,english,0.92
Ambulaansii ariifachiisaa Adama Gandaa,Medical/Hospital,afaan_oromo,0.85
Waan hatamuun uumame Bole Daandii,Police,afaan_oromo,0.75
"Major incident with fire, injuries, and crime scene at the city center",Fire Force,english,0.55
"Severe bleeding, send paramedics right away at the Hospital gate",Medical/Hospital,english,0.97
"Possible smoke, but I'm not certain at a private residence",Fire Force,english,0.59
ፖሊስ በአስቸኳይ ይላኩ በስታዲየም,Police,amharic,0.79
Riot with fires set to buildings at the construction site,Police,english,0.61
ቤት ውስጥ እሳት ተነስቷል በፒያሳ,Fire Force,amharic,0.73
Waan bala'aan uumame Adama Gandaa,Police,afaan_oromo,0.8
"Person with allergic reaction, throat swelling, anaphylaxis at the downtown area",Medical/Hospital,english,0.93
"Severe bleeding, send paramedics right away at the Stadium",Medical/Hospital,english,0.92
Apartment building fire with residents trapped at my Home,Fire Force,english,0.97
ሐኪም በአስቸኳይ ይፈለጋል በቀበሌ 04,Medical/Hospital,amharic,0.86
"Shots fired, active shooter situation at the commercial district",Police,english,0.93
"Maybe someone fainted, please verify at the Office",Medical/Hospital,english,0.43
"Testing the app, please ignore",Other,english,0.88
ቤት ውስጥ እሳት ተነስቷል በፒያሳ,Fire Force,amharic,0.75
Ambulaansii ariifachiisaa Bole Daandii,Medical/Hospital,afaan_oromo,0.8
"Shots fired, active shooter situation at the Main Factory",Police,english,0.94
Just checking if the system works,Other,english,0.94
አምቡላንስ በፍጥነት ይላኩ በአዳማ ገበያ,Medical/Hospital,amharic,0.72
"Person having heart attack, need ambulance immediately at the Gas Station",Medical/Hospital,english,0.94
"Someone might need medical attention, not sure at the Gas Station",Medical/Hospital,english,0.51
Demonstration mode active,Other,english,0.93
ጥቃት ደርሶብኛል ፖሊስ ይምጡ በቀበሌ 04,Police,amharic,0.77
Not sure but someone looks sick at the shopping mall,Medical/Hospital,english,0.48
"Unconscious person not breathing, cardiac arrest at Summit",Medical/Hospital,english,0.91
"Riot with multiple offenders, public safety risk at the local Pharmacy",Police,english,0.87
"I think there's a medical issue, can you check? at the Hospital gate",Medical/Hospital,english,0.68
"Active robbery in progress, armed suspect on premises at the University campus",Police,english,0.99
"Person having heart attack, need ambulance immediately at the Hospital gate",Medical/Hospital,english,0.97
Something doesn't look right here at the marketplace,Police,english,0.47
ፖሊስ በአስቸኳይ ይላኩ በቀበሌ 04,Police,amharic,0.76
"Someone is acting strange, might need doctor at the business district",Medical/Hospital,english,0.67
ዘራፊ ገብቷል ፖሊስ ያስፈልጋል በስታዲየም,Police,amharic,0.76
Protestors burning vehicles at the Hospital gate,Police,english,0.6
ፖሊስ በአስቸኳይ ይላኩ በፒያሳ,Police,amharic,0.72
"Unconscious person not breathing, cardiac arrest at Kebele 02",Medical/Hospital,english,0.97
Not sure but better check this area at a private residence,Police,english,0.44
አምቡላንስ በፍጥነት ይላኩ በባቡር ጣቢያ,Medical/Hospital,amharic,0.87
የህዝብ ጸጥታ ችግር አለ በአዳማ ገበያ,Police,amharic,0.72
Protestors burning vehicles at Bus Terminal,Police,english,0.6
"Severe bleeding, send paramedics right away at the business district",Medical/Hospital,english,0.94
"Gas explosion reported, building collapse possible at Bole Road",Fire Force,english,0.98
ፖሊስ በአስቸኳይ ይላኩ በፒያሳ,Police,amharic,0.81
ጋዝ እየፈሰሰ ነው አደጋ ሊከሰት ይችላል በአዳማ ገበያ,Fire Force,amharic,0.76
Manni ibidda bubba'e Staadiyamii,Fire Force,afaan_oromo,0.74
የህክምና ድንገተኛ ሁኔታ ተከስቷል በሲኤምሲ,Medical/Hospital,amharic,0.79
"Stroke symptoms, FAST positive, need hospital at a family home",Medical/Hospital,english,0.96
"Person shot, multiple injuries reported at a local house",Medical/Hospital,english,0.58
Not sure but better check this area at my Home,Police,english,0.5
የወንጀል ክስተት ተከስቷል በማዕከላዊ ባንክ,Police,amharic,0.86
Demonstration mode active,Other,english,0.89
"Gas leak, people are unconscious at Main Road",Fire Force,english,0.66
"Shots fired, active shooter situation at Train Station",Police,english,0.89
"Testing the app, please ignore",Other,english,0.99
House fire with smoke inhalation victims at Kebele 02,Fire Force,english,0.64
"Shots fired, active shooter situation at CMC Condominium",Police,english,0.91
Gargaarsa fayyaa barbaada Bole Daandii,Medical/Hospital,afaan_oromo,0.75
እሳት ተነስቷል የእሳት አደጋ መከላከያ ይላኩ በባቡር ጣቢያ,Fire Force,amharic,0.77
"Sample message, disregard",Other,english,0.89
የህዝብ ጸጥታ ችግር አለ በሲኤምሲ,Police,amharic,0.7
