text,label
"Patient with eye injury at Bole Road, requires hospital transport",Medical/Hospital
Security incident: mugging at Sarbet,Police
"Witnessed drug dealing at the Main Factory, send police",Police
Person suffering from chest pain at the Bridge,Medical/Hospital
Call firefighters: rubbish fire at the Main Factory,Fire Force
Crime alert: kidnapping at the University campus,Police
"Person experiencing cardiac arrest at the Hospital gate, need ambulance",Medical/Hospital
"Patient with stroke at the School, requires hospital transport",Medical/Hospital
Medical emergency: back injury reported at Mexico Square,Medical/Hospital
"Report of fight at a residential building, police dispatched",Police
"stabbing at the Main Factory, immediate police response needed",Police
Crime alert: mugging at the University campus,Police
"Witnessed theft at the Stadium, send police",Police
Law enforcement required for stolen vehicle at the Office,Police
Help! burglary at the Bridge,Police
"severe bleeding reported at the Gas Station, send medical help",Medical/Hospital
"head injury reported at Summit, send medical help",Medical/Hospital
Emergency: robbery occurring at the School,Police
Law enforcement required for shooting at CMC Condominium,Police
Security incident: suspicious person at a dormitory,Police
Person suffering from cardiac arrest at the Roundabout,Medical/Hospital
Crime alert: assault at Kebele 02,Police
Emergency response needed for smoke investigation at the Office,Fire Force
"Critical: cardiac arrest at a family home, need doctor",Medical/Hospital
"chemical fire at a local house, immediate fire response required",Fire Force
"Active trespassing at the Mosque, need backup",Police
"Active hit and run at the shopping mall, need backup",Police
Crime alert: burglary at a dormitory,Police
Police needed immediately for identity theft at Mexico Square,Police
Law enforcement required for burglary at the Hotel,Police
Security incident: kidnapping at the University campus,Police
Need doctor for overdose at Kebele 08 immediately,Medical/Hospital
"Report of hypothermia at Central Bank, medical team required",Medical/Hospital
Medical emergency: allergic reaction reported at Piazza,Medical/Hospital
Ambulance needed immediately for burn victim at CMC Condominium,Medical/Hospital
"Report of burglary at the Mosque, police dispatched",Police
"Report of explosion at the Bank, fire trucks needed",Fire Force
Security incident: stabbing at the Stadium,Police
"Patient with stroke at Piazza, requires hospital transport",Medical/Hospital
Crime alert: mugging at the construction site,Police
"Report of car theft at Kebele 08, police dispatched",Police
"Active vandalism at Atlas area, need backup",Police
"Critical: fuel spill at Kebele 08, multiple units needed",Fire Force
Someone is having severe bleeding at the Roundabout,Medical/Hospital
"URGENT: asthma attack at the Hotel, send paramedics",Medical/Hospital
Security incident: burglary at the Main Factory,Police
Smoke reported: vehicle fire at the Police Station,Fire Force
Help! overdose occurring at Train Station,Medical/Hospital
Security incident: fraud at Train Station,Police
"URGENT: broken leg at Kebele 02, send paramedics",Medical/Hospital
Emergency: harassment occurring at the Bank,Police
Fire emergency: forest fire at CMC Condominium,Fire Force
Ambulance needed immediately for poisoning at Bole Road,Medical/Hospital
"URGENT: asthma attack at a villa, send paramedics",Medical/Hospital
"chimney fire at a dormitory, immediate fire response required",Fire Force
Police emergency: assault at Kebele 08,Police
Police needed immediately for pickpocketing at Bus Terminal,Police
Person suffering from burn injury at the Hotel,Medical/Hospital
"URGENT: stroke at Piazza, send paramedics",Medical/Hospital
Help! chimney fire at the Office,Fire Force
Help! car theft at the Hotel,Police
Emergency: break-in occurring at Kazanchis,Police
Emergency response needed for smoke investigation at the School,Fire Force
"break-in at the Bank, immediate police response needed",Police
"URGENT: forest fire reported at Central Bank, send fire department",Fire Force
Emergency response needed for house fire at a shared house,Fire Force
Security incident: pickpocketing at a family home,Police
Emergency response needed for fuel spill at the construction site,Fire Force
"rubbish fire at the Gas Station, immediate fire response required",Fire Force
"Active harassment at a shared house, need backup",Police
Call firefighters: basement fire at Main Road,Fire Force
Security incident: stolen vehicle at the shopping mall,Police
Fire response required for roof fire at Atlas area,Fire Force
"hazmat incident at the Church, immediate fire response required",Fire Force
Call police: drug dealing happening at Bole Road right now,Police
"URGENT: unconscious person at Gerji, send paramedics",Medical/Hospital
Checking: drill notification,Other
Law enforcement required for harassment at Summit,Police
Fire emergency: balcony fire at the Church,Fire Force
"electric shock reported at a residential building, send medical help",Medical/Hospital
Security incident: trespassing at a residential building,Police
Help! kidnapping at the Office,Police
"Patient with drowning incident at Bus Terminal, requires hospital transport",Medical/Hospital
Need doctor for heat stroke at the School immediately,Medical/Hospital
Emergency medical assistance needed for woman in labor at a residential building,Medical/Hospital
Help! riot at the Fire Station,Police
"Report of riot at the Mosque, police dispatched",Police
"stroke reported at Sarbet, send medical help",Medical/Hospital
"Patient with broken leg at Gerji, requires hospital transport",Medical/Hospital
"Report of broken leg at CMC Condominium, medical team required",Medical/Hospital
Medical crisis: seizure at the Stadium,Medical/Hospital
Police needed immediately for break-in at a residential building,Police
Help! panic attack occurring at the Restaurant,Medical/Hospital
Emergency medical assistance needed for unconscious person at the School,Medical/Hospital
Medical crisis: overdose at Main Road,Medical/Hospital
"drowning incident reported at the construction site, send medical help",Medical/Hospital
"Report of chimney fire at Piazza, fire trucks needed",Fire Force
"URGENT: back injury at a local house, send paramedics",Medical/Hospital
"Critical: structure fire at Kebele 08, multiple units needed",Fire Force
"Hello, ignore this",Other
Call police: home invasion happening at the Fire Station right now,Police
Call firefighters: transformer fire at the Police Station,Fire Force
Emergency: house fire occurring at an Apartment building,Fire Force
Security incident: break-in at the Stadium,Police
Crime alert: car theft at a family home,Police
Structure fire: attic fire at Adama Market,Fire Force
"Person experiencing hypothermia at Central Bank, need ambulance",Medical/Hospital
Quick sample report,Other
Police assistance required for trespassing at the construction site,Police
Emergency! chest pain at a private residence,Medical/Hospital
"Report of balcony fire at my Home, fire trucks needed",Fire Force
Fire response required for hazmat incident at Adama Market,Fire Force
"Person experiencing heart attack at Piazza, need ambulance",Medical/Hospital
"heat stroke reported at a shared house, send medical help",Medical/Hospital
"missing person in progress at CMC Condominium, police needed",Police
Emergency! breathing difficulty at the Gas Station,Medical/Hospital
Help! heat stroke occurring at Mexico Square,Medical/Hospital
"collapsed person reported at the Police Station, send medical help",Medical/Hospital
Fire emergency: transformer fire at the Office,Fire Force
"head injury reported at a family home, send medical help",Medical/Hospital
Crime alert: identity theft at the Stadium,Police
Crime alert: pickpocketing at a private residence,Police
Ambulance needed immediately for poisoning at Mexico Square,Medical/Hospital
"URGENT: eye injury at an Apartment building, send paramedics",Medical/Hospital
Smoke reported: hazmat incident at Kazanchis,Fire Force
"Active carjacking at the Restaurant, need backup",Police
Law enforcement required for pickpocketing at a shared house,Police
Need doctor for unconscious person at a villa immediately,Medical/Hospital
Call police: riot happening at the Church right now,Police
Ambulance needed immediately for choking incident at Bus Terminal,Medical/Hospital
"Critical: chemical fire at CMC Condominium, multiple units needed",Fire Force
"URGENT: home invasion reported at the Gas Station, send officers",Police
"Critical: gas leak at Sarbet, multiple units needed",Fire Force
Structure fire: wildfire at Kebele 08,Fire Force
Help! apartment fire at Bus Terminal,Fire Force
Fire emergency: chemical fire at Sarbet,Fire Force
Security incident: missing person at the shopping mall,Police
Help! harassment at the Mosque,Police
Police needed immediately for fight at a family home,Police
Fire alarm: hazmat incident at Kazanchis,Fire Force
"URGENT: chemical fire reported at Central Bank, send fire department",Fire Force
"URGENT: heat stroke at the Park, send paramedics",Medical/Hospital
Medical emergency: stroke reported at the Bank,Medical/Hospital
Medical crisis: heat stroke at the School,Medical/Hospital
Hazardous situation: basement fire at Gerji,Fire Force
Law enforcement required for missing person at the University campus,Police
Emergency medical assistance needed for back injury at Adama Market,Medical/Hospital
"Patient with respiratory distress at Main Road, requires hospital transport",Medical/Hospital
"suspicious person at the construction site, immediate police response needed",Police
Fire alarm: confined space rescue at the Church,Fire Force
Smoke reported: balcony fire at Bole Road,Fire Force
Emergency response needed for confined space rescue at the shopping mall,Fire Force
Emergency response needed for apartment fire at the Fire Station,Fire Force
Hazardous situation: roof fire at the Hotel,Fire Force
"Critical: warehouse fire at the Park, multiple units needed",Fire Force
"Active harassment at the Restaurant, need backup",Police
"Patient with overdose at the Fire Station, requires hospital transport",Medical/Hospital
"Report of fainting spell at the University campus, medical team required",Medical/Hospital
"Report of assault at Sarbet, police dispatched",Police
Call police: suspicious person happening at a villa right now,Police
"Active pickpocketing at the Church, need backup",Police
"Critical: unconscious person at Mexico Square, need doctor",Medical/Hospital
Police assistance required for stolen vehicle at the Restaurant,Police
"Report of suspicious person at the Park, police dispatched",Police
Security incident: drug dealing at an Apartment building,Police
Police emergency: burglary at the Bridge,Police
"Active armed robbery at a shared house, need backup",Police
"forest fire at Kebele 08, immediate fire response required",Fire Force
Emergency: vandalism occurring at a compound,Police
"electric shock reported at a villa, send medical help",Medical/Hospital
Police emergency: stolen vehicle at the Office,Police
"Active stabbing at a compound, need backup",Police
Person suffering from cardiac arrest at the Bridge,Medical/Hospital
Fire alarm: hazmat incident at a villa,Fire Force
Fire emergency: smoke investigation at the Stadium,Fire Force
"URGENT: gas leak reported at Kazanchis, send fire department",Fire Force
"Patient with hypothermia at a family home, requires hospital transport",Medical/Hospital
Police needed immediately for car theft at a local house,Police
Emergency response needed for hazmat incident at the Hotel,Fire Force
"allergic reaction reported at the School, send medical help",Medical/Hospital
Help! burn victim occurring at a compound,Medical/Hospital
Security incident: harassment at CMC Condominium,Police
Emergency response needed for wildfire at Kebele 06,Fire Force
Emergency response needed for roof fire at Piazza,Fire Force
Fire emergency: balcony fire at Bole Road,Fire Force
Help! burn injury occurring at the Office,Medical/Hospital
Person suffering from diabetic emergency at the Hotel,Medical/Hospital
"Witnessed break-in at the construction site, send police",Police
Crime alert: hit and run at Kazanchis,Police
Flames visible: transformer fire at CMC Condominium,Fire Force
Crime alert: assault at Bus Terminal,Police
"stabbing at the shopping mall, immediate police response needed",Police
"Report of poisoning at the construction site, medical team required",Medical/Hospital
"Witnessed theft at the University campus, send police",Police
Someone is having diabetic emergency at a compound,Medical/Hospital
Fire response required for apartment fire at my Home,Fire Force
"Critical: overdose at Kebele 06, need doctor",Medical/Hospital
Police needed immediately for missing person at a dormitory,Police
Emergency! severe headache at Adama Market,Medical/Hospital
Ambulance needed immediately for seizure at Piazza,Medical/Hospital
Fire response required for electrical fire at a dormitory,Fire Force
Ambulance needed immediately for panic attack at Atlas area,Medical/Hospital
Medical emergency: unconscious person reported at the University campus,Medical/Hospital
Help! asthma attack occurring at Kebele 06,Medical/Hospital
"break-in in progress at the Roundabout, police needed",Police
Ambulance needed immediately for broken leg at the Church,Medical/Hospital
Police assistance required for drug dealing at the Gas Station,Police
"hit and run at the Park, immediate police response needed",Police
"Active carjacking at Kebele 08, need backup",Police
Call firefighters: wildfire at a villa,Fire Force
Medical crisis: back injury at the Restaurant,Medical/Hospital
"stolen vehicle in progress at Bole Road, police needed",Police
Need doctor for broken leg at Adama Market immediately,Medical/Hospital
Ambulance needed immediately for poisoning at the University campus,Medical/Hospital
"Patient with severe headache at a local house, requires hospital transport",Medical/Hospital
Emergency response needed for chimney fire at Central Bank,Fire Force
Structure fire: balcony fire at the Bank,Fire Force
"URGENT: riot reported at Train Station, send officers",Police
Emergency: industrial fire occurring at the Hotel,Fire Force
Law enforcement required for identity theft at Main Road,Police
Fire emergency: industrial fire at the Hotel,Fire Force
Fire emergency: transformer fire at Train Station,Fire Force
"domestic dispute in progress at Mexico Square, police needed",Police
Person suffering from burn victim at the shopping mall,Medical/Hospital
"Report of vehicle fire at the Restaurant, fire trucks needed",Fire Force
"Critical: burn injury at Central Bank, need doctor",Medical/Hospital
"kidnapping at the Mosque, immediate police response needed",Police
Crime alert: carjacking at the construction site,Police
Smoke reported: carbon monoxide alarm at the shopping mall,Fire Force
Call firefighters: attic fire at the University campus,Fire Force
Person suffering from back injury at the construction site,Medical/Hospital
"Person experiencing woman in labor at the construction site, need ambulance",Medical/Hospital
"back injury reported at CMC Condominium, send medical help",Medical/Hospital
"Patient with collapsed person at the construction site, requires hospital transport",Medical/Hospital
Emergency! seizure at the Office,Medical/Hospital
Police emergency: vandalism at a residential building,Police
Emergency: house fire occurring at a family home,Fire Force
"Critical: hazmat incident at the Fire Station, multiple units needed",Fire Force
Emergency: shooting occurring at a dormitory,Police
Help! electric shock occurring at the local Pharmacy,Medical/Hospital
Crime alert: burglary at a local house,Police
Question: how are you,Other
Call police: home invasion happening at a residential building right now,Police
Help! respiratory distress occurring at the Main Factory,Medical/Hospital
Police emergency: shooting at the Gas Station,Police
"URGENT: roof fire reported at a local house, send fire department",Fire Force
"asthma attack reported at Central Bank, send medical help",Medical/Hospital
Hazardous situation: kitchen fire at the Hotel,Fire Force
Law enforcement required for vandalism at a shared house,Police
Fire response required for hazmat incident at Bus Terminal,Fire Force
"Witnessed theft at my Home, send police",Police
Someone is having hypothermia at the Mosque,Medical/Hospital
Help! chimney fire at a dormitory,Fire Force
Police emergency: identity theft at Gerji,Police
"Witnessed fraud at Piazza, send police",Police
Help! gas leak at the Main Factory,Fire Force
Fire response required for transformer fire at Sarbet,Fire Force
"Report of breathing difficulty at an Apartment building, medical team required",Medical/Hospital
Someone is having head injury at my Home,Medical/Hospital
Fire emergency: attic fire at a villa,Fire Force
Police emergency: trespassing at a residential building,Police
"Patient with head injury at Summit, requires hospital transport",Medical/Hospital
"URGENT: burn injury at the Bridge, send paramedics",Medical/Hospital
Fire emergency: roof fire at a compound,Fire Force
"Report of kitchen fire at the Church, fire trucks needed",Fire Force
Need doctor for hypothermia at the Fire Station immediately,Medical/Hospital
Help! roof fire at a compound,Fire Force
"Report of domestic dispute at the Restaurant, police dispatched",Police
"industrial fire at the Church, immediate fire response required",Fire Force
Help! rubbish fire at a private residence,Fire Force
Help! fuel spill at Gerji,Fire Force
"choking incident reported at Mexico Square, send medical help",Medical/Hospital
Emergency! stroke at the local Pharmacy,Medical/Hospital
Call police: trespassing happening at the Hospital gate right now,Police
"Critical: house fire at Gerji, multiple units needed",Fire Force
Call police: pickpocketing happening at Summit right now,Police
Need doctor for collapsed person at the Restaurant immediately,Medical/Hospital
"Report of electric shock at the Bank, medical team required",Medical/Hospital
Emergency: rubbish fire occurring at the Hotel,Fire Force
"Report of burn injury at the Bridge, medical team required",Medical/Hospital
Emergency: carbon monoxide alarm occurring at a local house,Fire Force
Emergency! back injury at Kebele 04,Medical/Hospital
Emergency medical assistance needed for broken leg at the Office,Medical/Hospital
Emergency! collapsed person at the Stadium,Medical/Hospital
"Report of suspicious person at Gerji, police dispatched",Police
"Person experiencing diabetic emergency at an Apartment building, need ambulance",Medical/Hospital
"URGENT: robbery reported at the Park, send officers",Police
Fire alarm: explosion at a local house,Fire Force
"Report of burglary at a residential building, police dispatched",Police
"Report of respiratory distress at CMC Condominium, medical team required",Medical/Hospital
Law enforcement required for shooting at Kebele 04,Police
Hazardous situation: attic fire at the Hotel,Fire Force
Question: just checking,Other
Help! kitchen fire at the Stadium,Fire Force
"URGENT: stabbing reported at the Restaurant, send officers",Police
Call police: identity theft happening at the University campus right now,Police
Emergency: shooting occurring at the shopping mall,Police
"Report of confined space rescue at the Police Station, fire trucks needed",Fire Force
Hazardous situation: wildfire at a compound,Fire Force
Medical crisis: fainting spell at Central Bank,Medical/Hospital
Someone is having heart attack at the Park,Medical/Hospital
"URGENT: wildfire reported at Train Station, send fire department",Fire Force
"Witnessed theft at the Main Factory, send police",Police
Person suffering from back injury at Central Bank,Medical/Hospital
Need doctor for head injury at a private residence immediately,Medical/Hospital
Call firefighters: smoke investigation at Kazanchis,Fire Force
"broken leg reported at a villa, send medical help",Medical/Hospital
Police assistance required for fraud at Kebele 08,Police
Call firefighters: fuel spill at the University campus,Fire Force
"attic fire at Sarbet, immediate fire response required",Fire Force
Emergency! choking incident at a dormitory,Medical/Hospital
Emergency! hypothermia at Kebele 04,Medical/Hospital
Medical crisis: head injury at the Hotel,Medical/Hospital
Emergency! stroke at the Police Station,Medical/Hospital
Fire response required for brush fire at CMC Condominium,Fire Force
"URGENT: armed robbery reported at Central Bank, send officers",Police
Medical emergency: fainting spell reported at the shopping mall,Medical/Hospital
"burglary at the construction site, immediate police response needed",Police
"rubbish fire at the Roundabout, immediate fire response required",Fire Force
Ambulance needed immediately for asthma attack at the Office,Medical/Hospital
Someone is having allergic reaction at a compound,Medical/Hospital
"Report of missing person at a residential building, police dispatched",Police
Need doctor for burn victim at the Fire Station immediately,Medical/Hospital
"theft at Adama Market, immediate police response needed",Police
"mugging in progress at a compound, police needed",Police
Emergency: confined space rescue occurring at the Gas Station,Fire Force
Crime alert: drug dealing at a shared house,Police
Call firefighters: electrical fire at the construction site,Fire Force
Law enforcement required for hit and run at a family home,Police
"Witnessed harassment at the shopping mall, send police",Police
Crime alert: domestic dispute at Kazanchis,Police
"URGENT: severe headache at Adama Market, send paramedics",Medical/Hospital
Help! animal bite occurring at Piazza,Medical/Hospital
Call firefighters: basement fire at the Mosque,Fire Force
Emergency response needed for rubbish fire at Sarbet,Fire Force
Emergency: carbon monoxide alarm occurring at the local Pharmacy,Fire Force
"Witnessed stabbing at Kebele 06, send police",Police
Someone is having cardiac arrest at the Bank,Medical/Hospital
Police needed immediately for stabbing at the construction site,Police
Ambulance needed immediately for breathing difficulty at Summit,Medical/Hospital
"harassment in progress at the School, police needed",Police
Emergency response needed for forest fire at a compound,Fire Force
Fire response required for gas leak at a residential building,Fire Force
"URGENT: overdose at the Hospital gate, send paramedics",Medical/Hospital
Need doctor for diabetic emergency at the Stadium immediately,Medical/Hospital
Fire emergency: chemical fire at a dormitory,Fire Force
"Person experiencing overdose at the Restaurant, need ambulance",Medical/Hospital
Flames visible: brush fire at the Police Station,Fire Force
"No emergency, just demonstration mode",Other
Help! smoke investigation at the Bridge,Fire Force
Person suffering from allergic reaction at the Main Factory,Medical/Hospital
"Active kidnapping at a private residence, need backup",Police
Crime alert: robbery at Adama Market,Police
Call police: robbery happening at the Bank right now,Police
Emergency: brush fire occurring at Kazanchis,Fire Force
Law enforcement required for home invasion at Piazza,Police
"kitchen fire at the Park, immediate fire response required",Fire Force
Need doctor for heat stroke at the local Pharmacy immediately,Medical/Hospital
Call police: shooting happening at Bus Terminal right now,Police
Emergency: attic fire occurring at Sarbet,Fire Force
Person suffering from burn victim at Sarbet,Medical/Hospital
Flames visible: forest fire at an Apartment building,Fire Force
Fire emergency: roof fire at a shared house,Fire Force
"Patient with severe bleeding at CMC Condominium, requires hospital transport",Medical/Hospital
Help! identity theft at Main Road,Police
"trespassing at Kebele 02, immediate police response needed",Police
"domestic dispute at a villa, immediate police response needed",Police
"Patient with broken leg at the Bank, requires hospital transport",Medical/Hospital
"Report of electric shock at the Office, medical team required",Medical/Hospital
Person suffering from stroke at the Main Factory,Medical/Hospital
Help! chimney fire at the Hotel,Fire Force
Security incident: harassment at a villa,Police
Flames visible: wildfire at Piazza,Fire Force
"Person experiencing poisoning at Main Road, need ambulance",Medical/Hospital
Police needed immediately for break-in at the Main Factory,Police
Call police: burglary happening at Main Road right now,Police
Structure fire: roof fire at Piazza,Fire Force
"Report of chemical fire at the Office, fire trucks needed",Fire Force
"Report of structure fire at Kebele 06, fire trucks needed",Fire Force
"Report of severe bleeding at Kazanchis, medical team required",Medical/Hospital
Structure fire: gas leak at my Home,Fire Force
"house fire at a shared house, immediate fire response required",Fire Force
Medical emergency: breathing difficulty reported at Central Bank,Medical/Hospital
Police assistance required for stolen vehicle at Atlas area,Police
Fire response required for chemical fire at a villa,Fire Force
"overdose reported at Bus Terminal, send medical help",Medical/Hospital
Smoke reported: wildfire at the Police Station,Fire Force
"missing person in progress at Kebele 04, police needed",Police
"drug dealing in progress at a family home, police needed",Police
"balcony fire at Piazza, immediate fire response required",Fire Force
Medical crisis: panic attack at the Hospital gate,Medical/Hospital
Need doctor for seizure at my Home immediately,Medical/Hospital
Help! balcony fire at Kebele 02,Fire Force
"Active kidnapping at the Bank, need backup",Police
Need doctor for diabetic emergency at the Main Factory immediately,Medical/Hospital
Emergency! seizure at Summit,Medical/Hospital
Fire response required for confined space rescue at Summit,Fire Force
"URGENT: heat stroke at the Bridge, send paramedics",Medical/Hospital
Security incident: mugging at a villa,Police
"brush fire at a private residence, immediate fire response required",Fire Force
Emergency: carjacking occurring at a family home,Police
Emergency medical assistance needed for chest pain at Mexico Square,Medical/Hospital
"Critical: confined space rescue at Summit, multiple units needed",Fire Force
"Witnessed robbery at my Home, send police",Police
Someone is having eye injury at the Bank,Medical/Hospital
Crime alert: missing person at Train Station,Police
Emergency medical assistance needed for drowning incident at Kebele 08,Medical/Hospital
Medical crisis: respiratory distress at an Apartment building,Medical/Hospital
"Critical: fuel spill at the Hospital gate, multiple units needed",Fire Force
"drowning incident reported at the Main Factory, send medical help",Medical/Hospital
"Critical: electric shock at Train Station, need doctor",Medical/Hospital
"URGENT: seizure at Kebele 08, send paramedics",Medical/Hospital
"Critical: rubbish fire at the Stadium, multiple units needed",Fire Force
"URGENT: carbon monoxide alarm reported at Kebele 06, send fire department",Fire Force
Crime alert: drug dealing at the Church,Police
"Report of trespassing at the Roundabout, police dispatched",Police
Help! wildfire at Atlas area,Fire Force
"Report of woman in labor at an Apartment building, medical team required",Medical/Hospital
"Patient with heart attack at a shared house, requires hospital transport",Medical/Hospital
"Active kidnapping at a local house, need backup",Police
"Critical: balcony fire at a dormitory, multiple units needed",Fire Force
"harassment at Main Road, immediate police response needed",Police
Structure fire: chemical fire at the Stadium,Fire Force
"Witnessed trespassing at Mexico Square, send police",Police
Medical crisis: seizure at a shared house,Medical/Hospital
"Witnessed break-in at a residential building, send police",Police
"Critical: severe headache at Mexico Square, need doctor",Medical/Hospital
Help! shooting at Bus Terminal,Police
"hit and run at the Church, immediate police response needed",Police
Need doctor for animal bite at the Bank immediately,Medical/Hospital
Structure fire: house fire at the Park,Fire Force
Police emergency: harassment at an Apartment building,Police
Fire emergency: forest fire at a shared house,Fire Force
Police emergency: trespassing at the Stadium,Police
Fire alarm: transformer fire at Summit,Fire Force
"confined space rescue at the Bridge, immediate fire response required",Fire Force
Security incident: trespassing at the Main Factory,Police
Help! forest fire at a villa,Fire Force
Law enforcement required for armed robbery at a private residence,Police
"Report of roof fire at Adama Market, fire trucks needed",Fire Force
"URGENT: eye injury at the Hospital gate, send paramedics",Medical/Hospital
Call police: suspicious person happening at the Fire Station right now,Police
Call police: fraud happening at the Bank right now,Police
Flames visible: attic fire at the Police Station,Fire Force
"Patient with heat stroke at Atlas area, requires hospital transport",Medical/Hospital
Emergency medical assistance needed for respiratory distress at the Fire Station,Medical/Hospital
Police needed immediately for home invasion at the Gas Station,Police
"Person experiencing stroke at Kebele 02, need ambulance",Medical/Hospital
Fire emergency: explosion at the Park,Fire Force
Informational: general inquiry,Other
Ambulance needed immediately for asthma attack at Central Bank,Medical/Hospital
"Critical: choking incident at the Mosque, need doctor",Medical/Hospital
"URGENT: stolen vehicle reported at Kebele 06, send officers",Police
Emergency! choking incident at the University campus,Medical/Hospital
Security incident: suspicious person at Atlas area,Police
Security incident: carjacking at the Restaurant,Police
"Report of domestic dispute at the local Pharmacy, police dispatched",Police
Flames visible: house fire at the Gas Station,Fire Force
Fire emergency: transformer fire at a residential building,Fire Force
Police emergency: stolen vehicle at a family home,Police
Fire alarm: kitchen fire at Kazanchis,Fire Force
Police assistance required for vandalism at Bus Terminal,Police
Help! mugging at Piazza,Police
Call firefighters: industrial fire at Kebele 08,Fire Force
"Report of severe headache at a residential building, medical team required",Medical/Hospital
Need doctor for heat stroke at the shopping mall immediately,Medical/Hospital
Person suffering from heart attack at the Hospital gate,Medical/Hospital
Law enforcement required for pickpocketing at Bus Terminal,Police
Emergency! choking incident at Train Station,Medical/Hospital
Police emergency: break-in at Adama Market,Police
Police emergency: missing person at the Hotel,Police
"URGENT: identity theft reported at an Apartment building, send officers",Police
Police assistance required for suspicious person at the University campus,Police
Help! diabetic emergency occurring at the Main Factory,Medical/Hospital
Ambulance needed immediately for diabetic emergency at Train Station,Medical/Hospital
Help! fraud at the University campus,Police
"burglary in progress at a compound, police needed",Police
"URGENT: house fire reported at the Roundabout, send fire department",Fire Force
Smoke reported: wildfire at Kebele 06,Fire Force
Police emergency: vandalism at the Bank,Police
Emergency medical assistance needed for panic attack at Kebele 02,Medical/Hospital
Medical emergency: heart attack reported at Kebele 02,Medical/Hospital
Emergency response needed for basement fire at a local house,Fire Force
Fire response required for electrical fire at the Bank,Fire Force
Structure fire: basement fire at the University campus,Fire Force
Someone is having head injury at a residential building,Medical/Hospital
Ambulance needed immediately for cardiac arrest at a family home,Medical/Hospital
Help! transformer fire at the Gas Station,Fire Force
"Active suspicious person at Train Station, need backup",Police
Emergency! unconscious person at Central Bank,Medical/Hospital
"Critical: respiratory distress at Mexico Square, need doctor",Medical/Hospital
"Report of trespassing at Gerji, police dispatched",Police
Fire response required for industrial fire at the Bank,Fire Force
Structure fire: rubbish fire at the Hospital gate,Fire Force
Call firefighters: explosion at Bus Terminal,Fire Force
Emergency medical assistance needed for hypothermia at Kebele 02,Medical/Hospital
Medical crisis: diabetic emergency at the Church,Medical/Hospital
"Active drug dealing at the Office, need backup",Police
"hazmat incident at the Restaurant, immediate fire response required",Fire Force
Fire alarm: electrical fire at Sarbet,Fire Force
"Critical: drowning incident at a shared house, need doctor",Medical/Hospital
"domestic dispute at Piazza, immediate police response needed",Police
Need doctor for stroke at an Apartment building immediately,Medical/Hospital
"Active armed robbery at Train Station, need backup",Police
Ambulance needed immediately for breathing difficulty at the Fire Station,Medical/Hospital
Flames visible: electrical fire at Summit,Fire Force
Security incident: stolen vehicle at the Stadium,Police
"carjacking at Summit, immediate police response needed",Police
"Report of car theft at Kebele 02, police dispatched",Police
Call police: break-in happening at Kebele 08 right now,Police
Emergency! electric shock at the Mosque,Medical/Hospital
Emergency! stroke at Piazza,Medical/Hospital
Fire response required for chemical fire at the shopping mall,Fire Force
Emergency: explosion occurring at the Mosque,Fire Force
Medical emergency: drowning incident reported at the Church,Medical/Hospital
Person suffering from animal bite at the Restaurant,Medical/Hospital
Fire emergency: hazmat incident at the Main Factory,Fire Force
"URGENT: diabetic emergency at CMC Condominium, send paramedics",Medical/Hospital
Hazardous situation: gas leak at Gerji,Fire Force
Emergency: attic fire occurring at the Mosque,Fire Force
Law enforcement required for mugging at Summit,Police
Police assistance required for shooting at the Hospital gate,Police
Police emergency: theft at the shopping mall,Police
Call firefighters: balcony fire at the Stadium,Fire Force
Call firefighters: vehicle fire at the Mosque,Fire Force
"Patient with heat stroke at the Park, requires hospital transport",Medical/Hospital
Medical emergency: respiratory distress reported at the Hotel,Medical/Hospital
"Critical: chimney fire at CMC Condominium, multiple units needed",Fire Force
Fire response required for explosion at the University campus,Fire Force
"Witnessed break-in at the School, send police",Police
Emergency: hazmat incident occurring at the Hospital gate,Fire Force
"harassment at the Gas Station, immediate police response needed",Police
Police assistance required for assault at the construction site,Police
Police assistance required for pickpocketing at Piazza,Police
"Witnessed trespassing at Atlas area, send police",Police
"Critical: heat stroke at Central Bank, need doctor",Medical/Hospital
"chimney fire at a shared house, immediate fire response required",Fire Force
Fire emergency: house fire at the Roundabout,Fire Force
Help! pickpocketing at Gerji,Police
"Report of confined space rescue at the shopping mall, fire trucks needed",Fire Force
"Person experiencing collapsed person at a residential building, need ambulance",Medical/Hospital
"brush fire at the Church, immediate fire response required",Fire Force
Person suffering from chest pain at a local house,Medical/Hospital
"URGENT: missing person reported at an Apartment building, send officers",Police
"Patient with cardiac arrest at Mexico Square, requires hospital transport",Medical/Hospital
Law enforcement required for identity theft at the Mosque,Police
Emergency: stabbing occurring at a dormitory,Police
Police assistance required for shooting at the Bridge,Police
"chimney fire at Adama Market, immediate fire response required",Fire Force
Hazardous situation: fuel spill at the Mosque,Fire Force
"home invasion in progress at the shopping mall, police needed",Police
Emergency medical assistance needed for broken leg at Kebele 06,Medical/Hospital
Police needed immediately for armed robbery at Bole Road,Police
"Critical: overdose at the Bank, need doctor",Medical/Hospital
Someone is having broken leg at the Park,Medical/Hospital
Police assistance required for domestic dispute at Central Bank,Police
"Report of carbon monoxide alarm at my Home, fire trucks needed",Fire Force
"Critical: respiratory distress at the Roundabout, need doctor",Medical/Hospital
